HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
62515,6.02,0.96,-32.57,-7.46,1.04,1.03,-0.36
62539,8.2,1.09,30.98,20.11,1.19,0.91,0.07
62548,1.41,3.45,-18.99,-4.87,3.52,2.4,-0.12
62560,5.25,2.6,-27.44,2.53,2.18,1.59,0.28
62574,6.64,1.37,5.89,8.07,1.44,1.35,-0.25
62584,3.93,1.55,-10.79,-11.5,1.78,1.07,0.16
62621,4.56,1.22,-10.28,-30.29,1.03,0.76,0.2
62624,2.61,0.79,-14.84,-3.93,0.69,0.58,0.2
62686,27.58,3.39,-130.42,-26.27,3.76,3.77,-0.08
62697,9.46,1.26,-101.92,-41.26,1.1,0.95,-0.49
62706,13.0,1.01,-58.22,-42.78,1.15,0.74,-0.12
62752,3.46,2.43,-28.4,-1.6,2.62,1.91,-0.2
62766,13.16,1.81,-4.68,-25.02,1.65,1.18,-0.12
62779,9.98,5.69,48.84,62.33,4.57,6.09,-0.51
62818,3.23,1.16,7.46,-8.01,1.09,0.9,0.27
62845,3.25,1.25,1.12,-22.07,1.27,0.89,-0.14
62868,-1.51,3.21,8.82,1.87,2.75,1.77,-0.08
62886,10.06,1.1,-42.48,-32.0,1.2,0.73,-0.12
62888,6.74,1.9,-1.55,-28.04,2.5,1.36,0.19
62903,13.54,2.4,23.22,-18.33,1.78,1.39,0.1
62923,15.34,1.56,-45.01,79.26,1.21,0.95,0.44
62939,2.13,1.15,-7.4,21.23,1.11,0.7,-0.19
62946,6.04,1.85,14.1,-4.8,1.5,0.98,0.19
62959,1.93,2.01,-21.0,-5.19,1.37,1.31,0.13
62969,3.36,1.41,-18.79,0.2,1.35,0.86,-0.19
62974,6.51,1.82,44.85,7.5,1.87,1.28,-0.36
62981,3.45,0.86,4.92,0.9,0.85,0.74,0.25
63021,6.71,2.15,28.26,-45.54,2.01,2.22,0.2
63031,8.79,0.69,67.47,22.11,0.6,0.77,0.06
63071,12.66,0.99,-15.88,-25.04,1.04,1.05,-0.07
63085,5.81,0.93,-14.45,-10.82,0.77,0.89,0.25
63091,14.76,1.58,114.94,-30.79,1.43,1.51,-0.21
63111,8.93,1.45,-64.92,13.74,1.01,0.88,0.13
63112,4.54,4.29,5.69,-25.18,3.36,3.08,0.13
63136,18.59,4.85,-163.95,10.6,4.97,3.33,0.53
63155,13.59,1.93,22.63,-87.56,1.73,1.37,-0.66
63167,3.12,1.6,-12.49,-8.02,1.15,1.17,0.12
63168,12.74,2.24,42.11,-171.28,2.7,1.69,-0.26
63182,12.45,2.52,-55.21,-7.31,1.99,1.63,0.08
63204,9.91,0.86,-33.73,-15.37,0.69,0.56,0.03
63221,9.66,0.92,-92.61,10.84,0.75,0.63,-0.57
63228,2.74,0.92,-21.97,-8.89,0.75,0.83,0.19
63237,3.33,2.11,-31.12,-14.75,2.28,1.48,-0.29
63258,0.29,1.93,-4.06,-0.14,1.51,1.34,0.19
63263,9.8,2.29,-65.92,-2.69,1.95,1.36,-0.14
63299,-1.1,1.69,-6.48,-2.38,1.27,1.09,0.3
63301,-1.92,5.64,-14.53,-6.87,5.73,4.06,-0.25
63303,18.6,6.36,218.0,-142.2,3.56,4.56,0.12
63307,3.81,1.22,-49.28,1.3,0.9,0.76,0.06
63324,13.18,4.11,-94.57,10.01,3.97,2.76,0.08
63333,12.42,2.2,-125.42,-105.24,2.33,1.57,0.03
63348,6.38,1.84,-3.99,-24.81,1.68,1.31,-0.56
63368,5.24,1.16,-59.87,7.27,1.05,0.84,0.18
63378,7.88,2.01,34.51,-174.94,1.87,1.27,-0.29
63400,4.42,2.92,-39.01,4.01,3.11,2.01,-0.23
63430,3.19,1.85,-9.91,-4.34,1.31,1.08,0.23
63462,3.63,1.29,-21.59,-6.38,1.44,0.97,-0.07
63469,12.53,4.34,-44.74,-21.46,4.46,1.88,-0.56
63470,-0.01,3.44,-16.19,-2.22,2.63,2.4,0.02
63481,4.05,3.64,14.33,-54.42,2.3,3.81,-0.06
63490,24.98,0.94,-74.19,-71.81,0.8,0.58,-0.16
63494,9.47,0.94,-19.39,49.42,0.86,0.77,-0.69
63503,40.06,0.6,108.36,2.67,0.5,0.51,0.08
63505,8.32,1.38,-80.52,-23.49,1.02,0.67,-0.05
63540,4.74,1.83,-12.72,-4.8,1.47,1.31,0.29
63542,3.66,2.05,11.82,-21.01,1.99,1.33,-0.25
63567,5.28,1.15,-40.75,-9.3,1.1,1.15,0.19
63587,8.19,1.57,-67.26,66.98,1.45,1.5,0.19
63632,5.93,1.38,-36.0,31.09,1.39,1.02,-0.34
63633,8.25,3.46,-41.23,-21.09,3.07,2.23,-0.27
63660,10.58,2.7,-49.04,16.97,2.69,2.59,-0.57
63688,2.07,0.68,-11.18,-2.39,0.59,0.64,0.22
63695,2.55,1.48,-9.33,-5.34,1.29,1.07,0.17
63698,5.83,3.87,-88.45,-5.76,5.06,2.93,-0.27
63738,34.89,1.33,142.13,5.14,1.25,0.82,-0.51
63750,8.0,2.18,-37.64,-39.65,2.05,1.5,-0.7
63754,18.31,1.84,26.21,-146.7,3.16,1.71,-0.43
63756,7.52,2.26,-47.16,8.1,2.5,2.11,-0.65
63768,4.28,1.61,-51.12,-13.51,1.29,1.88,0.26
63773,6.09,1.6,-26.46,-15.34,1.33,1.29,0.18
63789,7.88,3.15,-57.49,-8.43,4.08,2.15,0.08
63796,4.5,1.57,18.0,1.27,1.53,1.11,-0.59
63811,4.01,1.3,-8.2,-12.0,1.16,1.02,-0.55
63816,31.44,3.62,-166.84,32.45,3.33,2.96,0.07
63822,8.23,0.7,-19.04,9.64,0.7,0.63,-0.19
63830,2.64,2.91,-38.26,10.99,2.59,2.2,-0.12
63837,9.08,1.24,-58.22,1.69,1.05,1.11,-0.09
63844,7.13,1.05,-9.91,-19.97,0.88,0.93,-0.01
63874,7.78,1.48,59.58,-14.26,1.0,1.02,0.22
63882,43.18,6.95,-303.82,-202.49,6.78,3.7,0.03
63889,7.85,0.86,4.87,-28.15,0.76,0.46,-0.2
63924,-0.94,2.1,-4.43,0.07,2.0,1.74,0.31
63932,1.04,1.79,11.8,4.45,1.39,1.6,0.16
63942,53.78,2.38,-50.23,102.64,1.95,1.38,-0.46
63948,20.03,1.35,-69.06,-46.54,1.43,0.9,-0.54
63975,7.64,1.79,-34.99,-17.28,1.46,1.05,-0.01
63979,4.3,3.09,-34.98,-8.38,3.02,2.95,0.55
63982,1.74,6.13,1.15,-13.88,5.96,6.81,-0.17
63992,9.0,4.5,-2.96,-34.88,3.56,3.02,0.07
64007,6.3,1.85,-47.85,-27.69,1.81,1.48,-0.48
64025,2.88,1.78,8.74,-13.97,1.5,1.04,0.44
64033,2.64,1.53,-11.78,-8.06,0.97,1.02,0.47
64063,6.71,1.76,-44.65,-19.98,1.52,1.46,0.37
64071,4.06,1.23,-28.69,3.8,1.2,0.82,-0.55
64072,10.35,3.0,-148.54,-42.65,2.58,1.81,0.12
64082,7.11,2.72,44.13,-18.54,2.88,2.43,-0.81
64091,23.7,1.22,46.98,-67.75,1.27,1.17,0.05
64092,8.63,1.14,-18.31,35.5,1.02,0.8,-0.22
64095,2.97,1.21,-30.44,-1.43,1.24,0.62,-0.32
64116,10.33,1.77,11.48,-64.84,2.01,1.29,-0.4
64175,14.65,1.98,-22.96,-14.65,1.59,1.08,-0.13
64215,7.48,2.28,-39.45,-5.37,1.85,1.52,0.22
64216,6.17,1.5,-32.96,-12.38,1.33,1.1,0.26
64217,2.85,0.85,-14.76,6.16,0.75,0.58,-0.04
64238,7.86,1.11,-35.08,-32.8,1.03,0.96,-0.36
64270,6.14,1.1,-16.67,-3.79,1.18,0.94,-0.18
64284,10.42,2.79,-125.12,-27.86,2.99,2.15,-0.68
64292,19.24,1.24,-94.98,-38.79,1.61,1.18,-0.18
64296,7.38,1.36,-69.98,-13.18,1.43,0.99,-0.27
64303,27.12,1.51,-314.12,-30.13,1.63,0.9,-0.53
64332,10.89,0.94,-76.67,-26.1,0.72,0.53,0.11
64363,4.46,2.25,-107.53,-7.67,1.82,1.63,0.19
64375,8.88,0.79,-71.84,1.55,0.74,0.4,-0.32
64377,4.96,2.52,-15.34,-12.86,1.98,1.58,0.34
64388,1.69,3.25,-84.5,4.54,3.35,2.26,-0.13
64397,2.94,1.53,-78.56,52.59,1.61,1.19,-0.55
64405,12.82,1.48,24.43,-4.69,1.57,0.99,0.08
64411,2.97,2.28,13.19,-22.26,1.87,1.75,-0.11
64417,6.35,0.78,-22.32,-41.79,0.78,0.54,-0.32
64418,2.15,1.51,-10.24,2.01,1.41,1.07,0.23
64437,4.75,0.54,-6.34,11.27,0.55,0.54,-0.08
64458,1.35,1.25,-8.18,-1.19,1.11,1.08,0.41
64464,5.75,2.86,-60.12,9.69,1.79,1.75,0.18
64480,6.2,1.5,14.32,3.23,2.88,1.23,0.43
64504,0.6,1.51,-13.46,-21.8,1.93,0.79,-0.34
64505,3.03,1.85,8.69,2.6,1.87,1.51,-0.27
64515,9.92,0.98,-33.58,-17.68,0.61,0.69,-0.02
64517,1.25,2.34,-9.38,-12.75,1.98,2.62,0.24
64531,0.92,0.82,-12.78,-1.53,0.8,0.83,0.32
64537,15.44,1.38,-133.92,-57.9,1.03,1.01,0.42
64545,7.53,1.07,2.19,-5.5,1.02,1.04,0.22
64554,0.38,1.49,-6.49,-1.58,1.46,1.34,0.3
64560,9.25,6.07,-24.05,-2.95,2.7,4.49,0.02
64570,10.4,1.5,-32.25,-17.97,1.5,1.14,-0.06
64573,21.74,2.08,135.96,-141.09,2.3,1.33,-0.13
64624,2.6,1.47,-5.16,-0.49,1.16,1.14,0.41
64635,4.23,0.95,14.97,-7.98,1.05,0.63,-0.33
64638,25.81,1.17,-220.28,-295.48,1.23,0.86,-0.37
64684,2.65,3.93,40.85,-8.21,3.15,2.25,0.23
64692,13.32,0.78,-120.26,11.09,0.46,0.55,0.23
64705,5.29,1.01,-4.25,12.76,1.01,0.79,-0.01
64715,3.47,1.43,-4.83,-16.81,1.31,1.11,-0.22
64728,7.09,0.87,-15.84,-3.78,0.85,0.8,-0.14
64740,1.05,1.1,-13.77,12.41,1.13,0.9,0.09
64779,11.65,0.91,-110.15,29.54,0.94,0.56,-0.35
64782,5.91,2.46,-49.92,24.1,2.32,1.92,-0.12
64804,22.67,1.57,-103.74,-21.74,2.17,1.79,-0.24
64829,6.08,1.56,-19.5,-1.7,1.55,1.1,-0.52
64835,15.33,2.74,-39.47,-81.84,2.32,1.98,-0.23
64846,9.92,6.42,-33.25,-12.15,5.94,5.74,-0.5
64866,3.64,0.94,0.49,5.49,0.84,0.87,0.0
64876,4.44,0.94,-22.63,-10.28,0.76,0.86,0.23
64893,2.86,2.47,-38.62,-30.05,1.89,1.62,-0.49
64902,1.0,2.99,-2.68,1.01,2.37,2.35,-0.01
64908,4.89,3.15,-46.59,-15.77,3.55,4.18,-0.07
64954,7.32,0.93,-51.72,-14.62,0.87,0.74,-0.43
64960,5.61,2.42,-66.29,-44.8,2.35,2.47,-0.64
64970,11.86,1.03,-53.68,-36.44,1.38,0.79,0.21
64982,10.59,1.14,-69.11,-23.5,0.59,0.77,0.03
64986,0.32,2.42,-26.93,-19.68,2.03,2.03,0.34
64999,13.46,4.45,59.71,-121.44,4.11,4.28,-0.26
65025,4.41,1.72,-46.82,-5.91,1.76,1.16,-0.58
65026,96.41,2.02,93.65,-17.58,1.92,1.3,-0.01
65027,1.82,1.65,-22.43,-8.0,1.66,1.15,0.31
65059,4.88,2.05,39.55,1.96,1.42,1.41,0.43
65061,5.89,1.21,-107.48,-17.05,1.22,0.64,-0.25
65069,13.07,0.87,-6.7,-82.3,0.77,0.48,-0.16
65082,6.71,3.57,-7.62,-5.27,3.51,2.72,-0.18
65084,0.24,2.06,-7.32,-3.35,1.41,1.74,0.39
65119,7.97,1.37,-62.29,-11.23,1.52,1.31,-0.58
65153,5.42,1.01,7.73,-13.76,1.36,1.19,0.38
65193,6.91,2.87,-17.65,-32.83,2.53,1.94,0.09
65207,3.11,1.99,-21.68,-2.34,1.64,1.3,0.09
65231,6.66,2.09,-69.13,-11.78,1.31,1.38,0.22
65249,6.71,2.05,-57.6,23.0,1.73,1.15,-0.28
65258,4.18,3.18,-31.32,-14.14,2.0,2.02,0.58
65260,1.37,1.64,-28.59,-6.92,1.17,1.08,0.22
65267,6.81,1.36,5.59,-48.16,0.9,1.02,0.03
65288,3.28,1.46,16.53,-0.7,1.77,0.84,0.44
65289,4.37,0.62,-17.73,-15.46,0.6,0.54,0.21
65343,53.97,2.13,-468.32,244.68,2.11,1.5,-0.31
65358,6.17,1.56,-17.56,3.14,1.56,0.72,-0.17
65360,10.96,4.13,-49.32,-18.19,3.74,1.74,-0.35
65405,8.14,1.6,-26.42,-10.19,1.55,0.92,-0.49
65439,3.91,1.32,-44.62,-20.54,1.13,0.97,0.25
65463,8.42,1.26,-45.68,-6.8,1.5,0.85,-0.59
65464,7.21,4.52,-11.99,17.13,4.0,3.41,0.25
65489,2.68,0.73,-8.21,-1.74,0.65,0.73,-0.06
65506,4.06,2.36,-71.19,-30.75,2.17,1.62,-0.26
65518,20.4,1.53,10.63,-23.7,1.59,1.62,0.3
65539,12.62,1.03,-48.84,-15.98,0.85,0.74,-0.24
65549,8.26,2.91,-16.38,1.05,2.49,2.45,0.01
65554,10.45,1.74,-183.96,-33.4,1.73,1.22,0.42
65559,1.37,1.9,-8.35,-10.84,1.71,1.69,0.13
65561,6.98,1.04,-24.73,7.26,1.13,1.03,-0.07
65566,1.26,2.22,-27.35,7.52,2.01,1.63,-0.31
65600,5.76,1.59,19.34,-2.83,1.39,1.56,0.37
65606,3.05,0.8,-14.83,-5.57,0.6,0.57,0.18
65607,10.67,2.89,-71.47,-2.08,3.79,2.08,-0.29
65624,1.21,1.72,-21.23,-9.41,1.55,1.34,0.34
65637,0.67,1.29,-5.36,-0.74,0.98,0.8,0.43
65645,10.78,1.06,8.01,-31.05,0.86,0.96,0.16
65671,9.51,1.64,18.68,-70.92,1.45,1.08,-0.1
65676,2.91,1.66,-24.82,0.77,1.79,1.16,-0.29
65691,5.1,1.69,-20.3,-14.49,1.66,1.3,0.01
65704,4.23,1.09,-25.57,-11.95,0.87,0.74,-0.51
65719,6.54,0.98,-52.24,-12.38,0.97,0.76,0.37
65725,18.07,1.51,-60.67,12.99,1.2,0.95,-0.53
65740,21.76,4.98,236.92,-125.67,7.17,4.59,-0.15
65752,-0.77,2.23,-4.71,-1.14,1.79,1.63,0.33
65756,13.88,0.99,-77.42,33.04,0.83,0.94,0.05
65769,3.09,4.49,-1.83,-0.56,4.59,3.29,-0.33
65774,3.63,0.91,-10.1,20.22,0.76,0.82,0.06
65780,18.34,1.51,-194.23,-218.03,1.47,0.84,-0.46
65786,1.81,5.4,-0.39,-8.05,4.61,4.15,0.43
65800,12.52,3.67,-81.53,49.92,3.23,3.65,0.08
65805,1.28,1.58,-13.53,-6.14,1.48,1.64,0.37
65809,18.33,7.64,-262.82,-24.51,7.7,5.12,-0.11
65831,1.94,1.18,-13.71,-0.67,0.91,1.04,0.02
65897,5.98,1.12,12.39,-30.68,1.0,0.79,-0.38
65898,6.77,1.16,32.46,-23.49,0.9,0.71,0.05
65906,32.33,1.58,-132.41,-115.14,1.19,1.69,-0.27
65936,2.6,0.75,-15.65,-11.25,0.64,0.46,0.09
65970,0.75,1.28,-3.96,-0.62,0.8,0.91,0.64
65977,2.45,2.81,-3.48,-4.87,2.61,1.61,0.15
66005,12.14,0.68,-62.36,-12.23,0.56,0.57,0.38
66008,32.05,2.96,-133.39,15.54,4.62,4.39,-0.42
66024,-2.59,1.1,16.2,-7.63,1.29,0.63,-0.2
66056,2.9,1.57,-13.96,-5.31,1.1,1.17,0.58
66057,7.96,1.09,2.45,2.14,0.8,0.91,0.25
66062,7.79,1.34,-3.26,19.77,1.23,1.4,-0.06
66072,21.55,1.95,-132.7,-71.52,1.72,1.17,-0.36
66078,8.33,3.18,-31.06,-46.57,3.8,2.02,-0.08
66106,3.15,0.86,-16.84,-0.72,1.17,0.89,-0.08
66110,30.52,1.93,20.2,-57.5,1.53,1.72,0.12
66133,5.13,1.37,9.9,4.0,1.25,1.2,0.03
66149,7.92,1.84,-55.22,64.74,2.15,1.06,-0.14
66158,1.94,0.86,-10.95,8.36,0.69,0.72,-0.17
66212,41.03,1.87,-204.69,25.28,1.75,1.26,-0.65
66236,4.49,0.94,-27.37,-6.82,0.76,0.74,0.06
66239,7.72,1.81,48.47,-53.52,1.56,1.07,0.02
66247,6.43,1.06,-47.98,-7.32,1.06,0.65,-0.43
66261,7.1,2.22,-59.02,20.11,1.83,1.7,0.04
66273,12.69,2.86,-64.35,-15.01,3.01,1.96,-0.25
66285,10.91,2.01,-35.07,-14.11,1.61,1.65,0.14
66325,8.9,1.62,14.25,-10.76,1.64,0.96,0.09
66348,7.64,2.99,7.68,3.95,3.13,2.08,-0.34
66352,2.83,2.0,-21.39,5.04,2.17,1.39,-0.26
66387,3.56,1.96,14.7,12.23,1.6,1.32,-0.3
66388,10.43,1.55,-13.77,32.75,1.83,1.58,0.25
66392,4.62,2.6,-43.51,4.83,2.24,1.88,-0.51
66394,9.5,1.25,10.03,-12.85,1.11,0.71,-0.22
66410,9.76,1.49,-96.4,-44.44,1.04,1.14,0.19
66423,4.7,1.18,-13.97,-18.13,1.2,0.82,-0.21
66425,0.53,3.01,-18.21,-4.45,2.38,2.0,-0.29
66426,11.73,2.8,-10.2,-38.93,2.58,1.73,0.14
66438,28.18,1.21,149.75,-116.81,0.82,1.06,0.61
66442,3.19,5.94,22.84,-28.65,3.19,5.31,-0.07
66457,3.89,1.72,-8.81,-2.06,1.3,1.62,0.53
66458,17.01,0.7,-94.78,23.63,0.49,0.46,-0.09
66465,3.45,1.67,-18.21,-6.53,2.11,1.1,-0.55
66475,1.84,1.13,-11.25,3.63,0.83,0.88,0.04
66480,14.61,5.31,-132.63,34.56,5.66,2.87,-0.39
66492,45.66,2.72,-234.24,-139.14,2.06,2.18,0.09
66514,20.97,1.06,-225.46,-147.38,0.72,0.76,-0.03
66521,6.9,1.04,-0.8,-26.77,0.88,0.92,0.29
66569,3.26,1.59,1.92,-7.54,1.28,1.17,0.07
66570,7.25,0.76,-20.16,7.97,0.69,0.79,0.07
66572,1.43,1.09,-15.21,-9.31,0.96,0.92,0.3
66635,5.24,1.11,10.67,-16.25,0.92,1.04,0.32
66640,18.68,0.91,-113.44,-13.38,0.79,0.5,0.2
66658,3.65,0.88,8.62,7.81,0.83,0.81,-0.12
66664,5.66,2.87,-18.63,21.68,2.03,1.97,0.21
66665,7.44,1.7,111.2,-285.84,1.78,1.29,-0.07
66724,3.0,1.36,-41.22,-23.17,1.38,1.63,-0.26
66780,1.93,1.09,5.41,-0.48,1.09,1.13,0.21
66795,-0.37,1.68,-2.47,-1.09,1.12,1.4,0.59
66800,4.2,0.84,-10.84,0.67,0.92,0.56,-0.02
66806,1.83,0.69,-11.55,-2.84,0.59,0.69,0.29
66811,0.99,1.15,6.52,-14.88,1.5,0.81,-0.26
66818,8.11,1.38,-57.38,-25.39,1.43,0.82,-0.46
66819,3.61,1.38,-33.78,-2.73,1.27,0.89,-0.12
66838,1.02,2.0,-3.81,-2.02,1.74,1.64,0.49
66841,9.21,1.67,2.62,-10.98,1.55,1.22,-0.32
66859,0.98,2.13,-2.41,-1.38,1.54,1.77,0.33
66932,9.75,1.06,-61.0,-1.77,1.09,0.66,-0.32
66936,15.01,0.86,-294.22,-72.88,0.8,0.54,-0.31
66941,8.05,0.95,-32.67,-19.78,0.72,0.9,0.43
66988,7.83,0.82,-23.43,-13.6,0.64,0.71,-0.09
66997,8.54,1.98,-67.23,-10.93,1.65,1.01,-0.05
67030,2.44,1.03,4.21,-7.39,0.88,0.97,0.07
67047,4.3,2.59,-1.77,4.13,2.56,1.35,-0.7
67063,8.9,1.71,-111.04,-51.25,1.48,1.6,0.36
67086,20.49,3.99,-21.95,-5.1,3.34,1.95,-0.17
67115,18.87,1.08,-21.54,-82.48,1.03,0.79,-0.17
67131,1.28,1.76,-6.44,-4.45,1.7,1.28,0.02
67136,10.05,1.54,-33.21,15.53,1.52,1.22,-0.6
67140,3.53,2.31,-39.72,-9.03,2.68,2.14,-0.18
67172,8.6,0.96,-19.18,8.0,1.32,0.88,-0.49
67178,4.48,1.09,9.92,-46.37,0.79,0.84,0.06
67182,12.16,1.49,-85.64,-41.6,1.06,1.08,0.05
67186,15.39,2.72,-107.79,-11.16,2.72,2.44,-0.57
67225,3.03,1.78,20.17,-14.16,1.62,1.22,-0.28
67233,3.73,1.68,-12.18,3.33,1.51,1.23,-0.39
67260,9.49,0.94,-28.6,-18.55,0.67,0.69,0.0
67271,6.37,0.88,-0.29,-43.2,1.25,0.63,-0.51
67324,1.11,1.49,-13.78,-5.22,0.9,1.12,0.44
67356,3.44,1.21,-26.25,-6.78,0.89,1.01,0.51
67370,6.1,3.24,-9.95,-7.9,3.74,1.64,-0.59
67386,6.87,1.45,-42.71,-8.82,1.46,0.88,0.31
67397,5.66,1.1,-28.74,-16.66,0.98,0.63,-0.13
67467,9.23,0.74,15.25,-1.31,0.7,0.84,-0.19
67477,3.56,1.91,-9.34,-4.5,2.2,1.48,0.02
67527,17.49,1.39,-46.75,-68.52,1.31,0.9,0.11
67554,3.35,1.2,-9.29,-0.48,0.82,0.89,-0.07
67558,3.98,4.45,-20.71,-0.88,2.97,5.07,-0.25
67579,3.94,1.35,4.29,-0.02,0.96,0.9,-0.13
67582,5.01,1.13,-18.55,-5.56,0.8,0.99,0.14
67597,5.42,2.34,20.75,-54.84,2.55,1.85,-0.16
67612,0.42,1.85,-8.53,-6.35,1.15,1.4,0.52
67689,0.23,2.22,-6.92,-3.83,1.63,1.63,0.5
67696,18.66,1.0,-32.13,-29.24,1.28,0.85,-0.19
67698,1.71,1.12,-7.07,-6.11,1.16,1.14,0.35
67725,3.97,2.3,-2.79,10.15,2.31,1.5,-0.13
67734,9.28,2.04,-54.6,6.78,1.63,2.12,0.51
67785,5.93,1.17,6.24,-36.49,1.16,0.68,-0.36
67819,19.97,1.46,-82.39,-22.28,1.59,1.2,-0.09
67844,6.2,1.4,-38.02,-19.61,1.21,1.05,0.4
67850,7.54,0.97,17.42,-21.24,1.01,0.82,0.02
67859,8.42,0.97,-34.0,-24.69,1.07,0.64,-0.21
67860,6.65,1.33,-25.53,5.8,1.13,1.03,-0.6
67899,5.55,0.78,-2.45,-2.75,0.72,0.67,0.12
67902,10.79,1.42,-65.33,4.5,1.24,0.92,-0.25
67905,1.21,2.05,-9.58,-12.25,1.47,1.25,-0.15
67908,5.71,1.13,39.08,-86.08,1.46,0.96,-0.34
67960,59.57,2.65,-276.55,-101.22,2.41,1.92,-0.3
67989,7.89,1.48,-14.0,-17.26,1.4,1.28,0.17
68015,3.94,2.77,-10.92,-10.31,2.89,1.78,0.01
68073,6.74,1.13,-11.29,-0.75,1.17,0.96,-0.1
68080,7.0,0.9,-26.6,-19.16,0.74,0.77,0.03
68081,18.9,4.54,49.65,-56.45,4.94,2.41,-0.6
68104,3.45,0.74,2.11,-6.41,0.7,0.9,-0.09
68131,3.13,1.65,-5.24,-13.94,1.22,0.98,0.02
68141,1.96,2.52,-28.01,18.21,2.29,1.78,-0.49
68147,6.72,2.16,-35.02,13.33,1.96,1.5,-0.26
68148,6.83,2.11,-148.64,-59.21,2.18,1.55,-0.2
68170,14.0,0.79,-122.68,-64.15,0.46,0.72,0.45
68193,18.54,1.79,239.24,-4.17,1.66,1.51,-0.06
68196,6.94,0.6,15.26,-15.22,0.51,0.53,0.12
68250,8.12,1.1,-69.03,-41.53,0.91,0.69,-0.65
68256,3.5,2.19,-44.31,-9.52,1.81,1.76,-0.54
68365,1.9,1.49,2.79,2.33,1.27,1.04,0.54
68378,7.77,2.5,15.62,-9.15,2.29,2.03,-0.29
68392,7.31,1.47,-31.71,-19.42,1.31,1.16,-0.74
68419,2.27,3.28,-19.6,-4.36,3.81,2.95,-0.21
68485,1.33,1.59,-7.88,-3.53,1.54,0.91,0.36
68486,7.26,1.64,-1.9,-63.25,1.59,1.09,-0.38
68538,3.37,1.56,-31.75,-23.81,1.71,1.45,-0.37
68551,37.28,5.79,105.12,-16.38,4.7,3.41,-0.3
68554,7.82,1.23,-7.77,-6.25,1.25,1.34,0.38
68575,6.73,1.09,-59.95,-12.08,0.88,0.82,0.17
68587,15.37,1.39,-92.02,-123.01,1.46,0.99,-0.14
68599,7.66,1.04,-87.27,45.58,0.98,1.12,0.06
68616,10.83,2.38,-42.61,-5.63,2.31,2.54,0.06
68624,9.78,1.99,-103.11,-19.92,1.77,1.37,-0.45
68628,10.92,1.47,-15.32,-126.27,1.24,0.9,-0.48
68641,26.13,1.22,24.53,66.02,1.25,1.37,-0.43
68677,1.04,0.93,-9.37,-4.27,0.74,0.67,0.27
68694,5.82,3.05,-85.29,-15.8,3.13,2.38,-0.07
68697,13.4,0.9,31.91,-14.41,0.86,0.45,-0.3
68699,3.0,3.09,-35.66,-17.78,3.73,2.5,-0.13
68702,6.21,0.56,-33.96,-25.06,0.51,0.45,0.57
68725,5.11,3.27,15.81,-0.09,2.47,2.69,-0.21
68727,8.86,1.88,56.73,17.98,1.87,1.65,-0.1
68753,1.67,1.33,-26.6,-13.5,1.48,1.06,0.0
68775,7.79,1.32,27.57,-12.99,1.39,1.12,-0.06
68779,10.52,0.82,52.44,-17.31,0.65,0.75,0.32
68831,3.67,2.06,20.71,7.21,1.82,1.59,-0.07
68889,22.6,2.9,-328.27,-4.1,2.44,1.8,-0.21
68891,7.7,1.05,24.53,-24.19,1.01,0.92,-0.41
68906,3.72,3.7,-10.74,-10.24,5.03,2.44,0.36
68944,9.39,1.69,-15.49,-33.47,1.67,1.82,-0.01
68961,5.01,1.11,13.82,14.47,1.04,0.85,-0.08
68972,5.73,1.09,-26.2,-9.49,0.95,0.97,0.25
68974,3.29,4.63,19.64,-18.8,3.35,3.01,-0.37
69012,24.74,1.26,-37.28,106.39,1.23,0.98,-0.05
69027,3.06,0.71,-17.04,-3.12,0.7,0.68,0.28
69050,17.19,4.16,-28.04,-83.55,3.51,4.07,0.09
69071,8.34,2.44,-54.61,32.12,2.49,1.89,-0.46
69099,5.68,2.43,-48.62,-31.86,1.74,1.57,0.38
69119,9.25,2.39,-225.69,45.8,2.58,2.12,-0.37
69175,8.77,1.98,4.78,-24.41,2.03,1.57,-0.06
69189,-0.43,1.91,-27.8,3.79,1.55,1.2,-0.5
69206,13.81,1.74,-172.44,-53.01,1.61,1.36,-0.43
69227,11.54,1.13,-1.66,-44.86,0.89,0.97,0.03
69245,14.87,2.58,-24.59,13.86,2.16,1.66,-0.24
69280,14.15,2.36,-135.85,8.35,2.02,1.63,-0.41
69281,17.39,1.54,-79.58,-69.02,1.27,0.97,-0.51
69296,3.16,1.52,12.39,-9.51,2.77,5.35,-0.02
69304,5.72,4.38,-31.78,18.62,3.07,3.48,-0.14
69321,4.13,2.28,-8.18,-24.68,2.2,1.79,-0.33
69332,4.97,2.91,-21.63,-8.51,2.7,2.48,0.1
69337,8.36,1.27,29.01,-0.13,1.41,1.12,-0.28
69344,7.76,2.03,-25.93,44.24,1.99,1.93,-0.36
69360,8.43,2.1,-123.46,-8.01,1.95,1.81,-0.21
69363,2.87,2.31,-13.92,10.38,2.29,1.81,-0.24
69388,6.94,1.05,-40.29,22.28,0.94,0.73,-0.35
69393,1.97,1.62,-67.8,54.85,1.31,1.02,-0.43
69394,1.62,1.59,-14.68,-6.89,1.4,1.06,0.38
69418,3.08,1.0,11.21,-1.89,0.83,0.62,-0.42
69433,6.46,1.65,-5.13,-19.76,1.45,1.36,-0.06
