HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
100065,2.77,1.8,24.54,-17.44,2.1,1.47,0.29
100066,5.29,1.27,-7.33,-10.11,0.68,0.8,-0.27
100069,2.1,0.61,-2.51,-6.53,0.55,0.52,0.12
100079,28.04,2.25,-8.14,-85.01,1.17,1.66,-0.15
100084,3.93,1.24,16.07,4.9,0.99,0.98,0.25
100087,1.07,0.68,4.14,-1.52,0.72,0.64,-0.15
100127,0.08,1.27,0.48,-7.43,0.88,0.94,-0.1
100146,1.23,0.65,-4.69,-5.48,0.52,0.56,-0.01
100164,2.69,1.29,16.29,8.41,1.43,0.98,0.21
100177,6.63,3.26,12.89,-2.77,5.08,3.42,-0.41
100180,1.37,0.73,-0.54,24.99,0.67,0.66,-0.02
100183,6.81,3.54,157.99,-100.95,4.53,3.27,-0.23
100220,2.74,2.21,-7.61,-9.65,2.38,1.95,-0.08
100241,9.69,0.93,21.3,-31.19,0.89,0.85,-0.01
100262,3.7,1.02,1.68,-12.71,0.95,1.0,0.64
100263,2.07,4.79,7.72,-31.59,6.59,4.32,0.3
100266,15.87,0.9,44.15,-55.75,1.52,0.94,-0.12
100298,13.38,3.17,143.97,-26.05,3.99,3.14,0.11
100324,0.98,2.79,18.91,-2.21,3.35,2.8,0.44
100325,10.4,1.04,42.64,0.37,1.12,0.98,0.46
100326,3.47,1.97,6.28,-3.39,2.26,1.75,0.42
100341,20.44,1.87,-157.02,41.08,2.14,1.94,-0.15
100356,43.57,2.85,-40.15,93.92,3.52,3.44,0.48
100369,3.47,1.26,8.05,10.32,0.79,0.98,0.05
100417,16.53,1.14,67.87,-44.49,1.58,0.78,0.2
100426,1.9,1.57,2.26,2.34,1.58,1.55,0.09
100443,0.68,1.27,2.33,-8.37,0.85,1.06,-0.11
100456,4.48,2.82,6.81,7.47,3.28,2.03,0.26
100466,12.92,2.96,25.99,12.58,1.58,2.9,-0.04
100494,6.88,1.59,9.71,2.05,1.26,1.17,-0.58
100510,5.56,1.39,46.18,47.36,0.83,0.9,-0.09
100515,9.86,0.74,55.72,42.82,0.75,0.7,0.21
100536,4.0,1.04,10.16,-6.12,0.94,0.88,0.21
100545,4.81,0.73,3.02,-26.13,0.8,0.68,-0.04
100558,10.33,7.09,113.85,-52.04,7.97,6.42,0.42
100569,7.0,1.87,-7.63,4.75,2.64,1.92,-0.21
100572,4.04,1.38,1.81,-7.22,1.54,1.28,0.59
100583,8.94,3.2,12.68,-54.97,2.72,3.13,-0.08
100588,0.11,0.81,-4.64,-7.2,0.86,0.78,0.05
100591,8.8,0.95,-11.08,14.99,1.17,0.8,0.31
100592,2.05,0.71,-2.12,-5.21,0.78,0.6,-0.03
100620,4.91,1.34,23.32,3.92,0.79,1.0,-0.06
100639,2.66,1.97,0.98,-7.87,2.05,1.89,0.45
100641,1.55,1.48,-0.18,-3.43,0.69,0.78,-0.38
100643,3.77,1.03,16.17,5.76,0.85,0.79,0.17
100667,4.62,0.57,3.21,-20.54,0.63,0.5,0.11
100680,4.41,1.12,-3.77,-0.51,1.18,0.95,0.35
100685,19.46,3.0,43.34,-10.74,3.46,2.33,0.3
100686,2.97,0.85,-1.3,-2.68,0.7,0.66,0.37
100698,14.25,1.98,-98.28,-201.81,2.84,1.96,-0.04
100705,1.88,0.74,6.81,6.24,0.77,0.76,0.16
100708,1.73,1.15,3.46,-6.44,0.75,0.9,-0.13
100714,3.44,0.53,1.95,-9.68,0.6,0.57,0.08
100727,1.32,0.71,-5.13,-13.9,0.76,0.8,0.06
100755,2.69,1.15,5.66,1.95,1.05,1.28,0.09
100759,4.72,0.76,27.57,12.78,0.78,0.83,0.24
100760,1.51,2.54,2.98,-1.58,1.97,1.82,0.17
100777,10.23,0.87,-8.87,-13.3,0.71,0.8,-0.03
100791,3.34,0.86,2.7,-1.0,0.71,0.74,0.08
100823,0.01,1.44,-5.01,-6.13,1.66,1.29,0.03
100824,3.52,0.66,-19.63,-31.23,0.67,0.61,-0.08
100836,20.0,2.05,123.24,-125.05,3.94,1.8,0.02
100839,2.91,2.02,1.43,5.64,1.14,1.36,-0.17
100847,0.29,2.3,-2.05,-0.68,2.57,1.67,0.27
100852,25.21,1.31,-255.06,-114.25,1.67,1.15,0.24
100884,6.29,0.69,12.78,-2.56,0.78,0.77,0.21
100885,1.94,0.69,14.39,7.92,0.6,0.67,0.08
100901,7.49,2.31,1.54,1.62,3.45,1.93,0.03
100910,3.05,0.66,-14.08,-20.47,0.6,0.61,0.11
100912,0.43,0.64,-2.94,-6.31,0.52,0.53,-0.1
100920,3.23,2.51,18.13,23.14,3.39,2.24,0.07
100939,4.82,1.97,9.82,-23.16,2.04,1.46,0.78
100949,2.84,0.75,6.69,-0.29,0.67,0.73,-0.08
101012,1.76,1.88,6.14,-2.91,1.43,1.43,-0.11
101026,5.61,2.22,14.64,-1.1,1.64,1.44,-0.17
101027,33.04,0.86,-15.79,-7.66,0.88,0.57,0.26
101046,13.35,1.64,-58.45,-14.39,1.98,2.0,0.6
101048,9.32,1.49,-16.23,13.99,2.03,1.32,0.26
101053,8.81,3.06,55.3,-50.33,4.12,3.17,0.08
101084,3.64,0.54,4.57,4.63,0.56,0.52,-0.13
101117,2.84,1.09,1.15,4.14,0.98,1.09,0.42
101129,4.08,1.27,-44.33,38.58,1.14,1.04,0.06
101150,43.24,4.37,-163.45,-130.3,3.89,3.96,-0.03
101160,5.76,0.98,19.25,3.52,0.86,0.85,0.57
101181,10.16,0.98,11.0,-14.11,1.06,0.79,0.58
101211,5.49,0.96,18.53,-6.31,1.12,0.78,-0.02
101214,2.06,0.58,-0.2,-4.18,0.45,0.47,-0.04
101218,7.4,0.92,24.78,8.21,0.9,0.9,0.02
101227,22.38,1.16,67.43,94.6,1.26,1.44,0.15
101231,2.58,1.17,-8.05,-22.97,1.15,1.11,0.0
101236,22.53,5.13,307.95,280.06,5.13,4.3,0.16
101239,2.46,1.15,0.19,-0.43,1.2,1.14,0.17
101273,3.54,0.87,-5.81,-11.89,0.91,0.86,0.37
101284,5.53,0.8,8.74,7.45,0.82,0.74,0.07
101299,7.4,1.51,-5.79,-16.41,1.7,1.22,0.32
101300,12.33,0.7,41.31,-20.03,0.54,0.53,0.24
101308,7.01,1.09,-2.74,19.61,1.41,1.21,0.54
101313,1.47,2.07,0.03,-1.78,1.41,1.47,-0.23
101315,10.21,1.48,101.25,111.8,1.42,1.14,0.37
101330,4.24,5.26,15.91,-13.39,6.55,4.7,0.08
101357,9.33,0.98,55.06,-14.05,1.04,0.79,0.12
101365,2.32,2.72,2.16,-1.51,3.04,2.42,0.2
101378,7.24,4.99,-43.87,-83.98,4.11,3.16,-0.2
101390,14.23,3.43,-84.67,151.39,4.04,3.08,0.43
101428,2.4,1.67,8.17,5.3,1.13,1.28,0.06
101429,3.44,2.51,7.52,5.58,2.9,1.85,-0.53
101435,3.66,1.49,-1.81,2.72,1.77,1.2,0.03
101437,4.79,1.35,-4.13,4.05,1.46,0.89,0.42
101454,1.73,3.5,15.57,-15.62,5.05,3.47,0.16
101456,4.32,1.11,7.83,0.99,0.95,1.15,0.08
101464,9.99,2.83,32.29,-51.37,3.21,2.42,0.5
101474,3.51,0.65,-2.26,-5.35,0.53,0.5,-0.08
101493,3.83,0.83,9.44,0.4,0.71,0.72,0.15
101509,1.69,1.52,10.31,-7.22,1.15,1.18,0.31
101543,6.15,0.83,21.59,-8.77,0.61,0.6,-0.02
101595,4.38,2.67,128.23,-44.69,2.39,1.92,-0.23
101604,0.75,1.19,0.8,-3.01,0.92,0.88,0.14
101671,8.71,1.55,25.72,17.97,2.14,1.15,0.13
101691,5.62,0.85,-0.77,-7.1,0.87,0.81,-0.13
101710,10.79,2.0,42.78,-27.85,2.05,1.22,0.45
101763,10.98,1.69,-108.03,-154.59,1.4,1.39,0.07
101769,33.49,0.88,118.28,-47.65,1.33,1.09,0.47
101794,3.55,0.72,16.87,11.66,0.82,0.64,0.03
101798,7.04,3.02,5.9,-19.45,1.78,2.04,0.06
101820,3.1,1.33,3.62,-3.55,1.25,0.86,0.35
101873,6.76,2.6,46.11,-69.39,2.93,2.3,0.38
101923,1.86,1.08,2.58,-19.66,1.27,0.76,-0.06
101928,6.99,1.27,-14.9,-5.48,0.86,0.87,0.11
101949,3.63,1.09,6.67,0.84,0.84,0.93,0.04
101951,3.01,1.2,-5.3,-17.04,0.71,0.85,-0.38
101955,53.82,2.21,862.35,67.57,2.15,1.78,0.15
101958,13.55,0.71,54.14,7.91,0.75,0.68,0.47
101960,1.56,0.73,-5.23,-2.99,0.85,0.72,0.05
101963,3.19,1.01,6.1,4.11,1.03,0.92,-0.1
102002,2.39,1.44,-3.64,-3.89,1.59,1.5,-0.19
102029,14.36,0.88,93.84,44.75,1.07,0.86,0.23
102031,3.48,0.95,11.19,-5.02,0.91,0.61,0.27
102033,12.2,0.65,20.61,43.05,0.45,0.48,0.04
102039,9.16,1.59,24.46,-65.14,1.27,1.35,0.24
102044,6.23,2.19,-36.49,-4.26,1.87,1.58,-0.02
102066,4.05,0.57,2.86,-11.79,0.43,0.42,-0.22
102150,4.77,1.39,-11.92,-8.96,1.52,0.95,0.4
102183,6.84,0.68,-4.97,6.39,0.59,0.73,0.13
102322,5.93,1.58,6.58,-12.71,2.28,1.28,0.04
102354,5.01,4.19,-13.56,-10.15,2.68,3.72,0.17
102386,3.44,1.5,-20.53,-28.59,1.79,1.35,0.22
102390,4.81,1.11,20.42,4.04,1.24,0.78,0.47
102396,1.88,2.01,8.59,-6.69,2.3,1.38,-0.48
102398,13.18,3.62,-11.11,-4.65,3.08,3.53,0.35
102413,3.43,1.31,-17.44,-18.4,1.66,1.27,0.44
102444,6.6,2.45,52.2,-66.83,2.79,1.51,-0.43
102486,30.1,1.34,106.15,-269.94,1.57,1.07,0.07
102517,1.57,0.99,-3.88,-10.97,1.1,0.92,-0.03
102520,1.17,2.39,1.84,-4.7,2.59,2.43,0.14
102523,17.52,1.21,-132.08,-289.23,1.48,1.11,0.03
