CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
00334+4739,A,2,B,2635,9.592,315.1,0.649,541
00334-4044,D,2,A,2631,9.304,,,542
00334-4044,D,2,B,2631,12.843,27.0,0.26,543
00335+4006,A,2,A,2643,8.091,,,544
00335+4006,A,2,B,2643,9.717,286.0,0.29,545
00335-5520,A,3,A,2642,7.78,,,546
00335-5520,A,3,B,2642,8.44,213.0,0.63,547
00335-5520,A,3,C,2642,10.161,243.9,7.04,548
00335-6109,D,2,A,2646,7.786,,,549
00335-6109,D,2,B,2646,12.048,353.9,7.52,550
00336-2606,A,2,A,2649,7.442,,,551
00336-2606,A,2,B,2653,10.031,60.4,20.85,552
00337+6247,D,2,A,2656,8.429,,,553
00337+6247,D,2,B,2657,10.499,7.5,13.08,554
00337-3500,A,2,A,2663,6.7,,,555
00337-3500,A,2,B,2663,8.673,169.3,4.78,556
00342+3139,A,2,A,2694,8.276,,,557
00342+3139,A,2,B,2694,9.127,270.0,0.14,558
00344+6645,B,2,A,2707,6.714,,,559
00344+6645,B,2,B,2707,8.172,32.0,0.12,560
00345-0433,B,3,A,2713,7.655,,,561
00345-0433,B,3,B,2713,8.248,266.0,0.363,562
00345-0433,B,3,C,2715,9.278,44.31,19.53,563
00346+6254,A,2,A,2716,7.858,,,564
00346+6254,A,2,B,2716,10.604,5.3,4.49,565
00348-5853,A,2,A,2726,9.993,,,566
00348-5853,A,2,B,2726,10.025,108.0,0.622,567
00349+2627,A,2,A,2732,9.323,,,568
00349+2627,A,2,B,2732,10.105,271.0,0.23,569
00351+3910,A,2,A,2750,8.663,,,570
00351+3910,A,2,B,2750,11.163,188.2,15.57,571
00352+3650,A,2,A,2753,6.712,,,572
00352+3650,A,2,B,2752,9.262,312.3,11.7,573
00352-0336,A,2,A,2762,5.609,,,574
00352-0336,A,2,B,2762,6.902,277.0,0.28,575
00352-5333,A,2,A,2758,8.964,,,576
00352-5333,A,2,B,2758,9.871,91.2,2.6,577
00353+6944,B,2,A,2770,8.831,,,578
00353+6944,B,2,B,2770,11.004,190.0,0.15,579
00353-1825,B,2,A,2769,8.522,,,580
00353-1825,B,2,B,2769,12.065,275.0,1.33,581
00354+6152,A,2,A,2772,8.353,,,582
00354+6152,A,2,C,2772,10.556,23.0,0.27,583
00355+1151,D,2,A,2780,8.521,,,584
00355+1151,D,2,B,2780,11.98,337.0,0.66,585
00355+5841,B,2,A,2778,8.685,,,586
00355+5841,B,2,B,2779,9.042,144.26,16.93,587
00356+8338,A,2,A,2794,8.376,,,588
00356+8338,A,2,B,2794,9.325,28.0,0.369,589
00357+3429,A,2,A,2801,8.426,,,590
00357+3429,A,2,B,2801,9.781,96.0,0.39,591
00357+4944,D,2,A,2808,9.001,,,592
00357+4944,D,2,B,2808,12.435,184.1,9.73,593
00357-4621,A,2,A,2803,9.882,,,594
00357-4621,A,2,B,2803,12.679,279.0,1.78,595
00358+4901,A,2,A,2814,7.522,,,596
00358+4901,A,2,B,2814,8.093,320.0,0.215,597
00358-7313,A,2,A,2812,8.122,,,598
00358-7313,A,2,B,2812,10.49,317.0,0.4,599
00359+7549,A,2,A,2826,10.267,,,600
00359+7549,A,2,B,2826,10.834,217.0,0.22,601
00360+3000,A,2,A,2844,8.501,,,602
00360+3000,A,2,B,2844,9.347,22.68,6.19,603
00363-3818,A,2,A,2863,8.871,,,604
00363-3818,A,2,B,2863,9.871,109.9,0.695,605
00364+3330,B,2,A,2872,9.326,,,606
00364+3330,B,2,B,2872,10.698,24.0,0.19,607
00365-6103,A,2,A,2881,9.802,,,608
00365-6103,A,2,B,2881,10.192,358.0,0.385,609
00366+5609,A,2,A,2886,8.797,,,610
00366+5609,A,2,S,2886,8.883,30.4,0.448,611
00367-2725,B,2,A,2893,8.051,,,612
00367-2725,B,2,B,2893,11.259,232.0,14.49,613
00368+6031,A,2,A,2905,9.034,,,614
00368+6031,A,2,B,2905,9.634,166.5,4.719,615
00370+5513,A,2,A,2922,7.773,,,616
00370+5513,A,2,B,2922,9.049,32.0,0.16,617
00372+7149,C,2,A,2932,9.119,,,618
00372+7149,C,2,B,2932,11.073,348.0,0.16,619
00373+5801,A,2,B,2935,7.876,,,620
00373+5801,A,2,A,2935,8.517,253.6,0.496,621
00373-2446,A,2,A,2941,6.317,,,622
00373-2446,A,2,B,2941,6.639,113.4,0.736,623
00373-7729,A,2,A,2940,9.456,,,624
00373-7729,A,2,B,2940,9.758,140.0,0.399,625
00376+2240,B,2,B,2959,9.617,,,626
00376+2240,B,2,A,2959,9.647,288.0,0.682,627
00378+0224,A,2,A,2970,10.101,,,628
00378+0224,A,2,B,2970,12.116,291.0,0.54,629
00380+2510,B,2,A,2990,8.596,,,630
00380+2510,B,2,B,2990,11.746,195.4,5.85,631
00382-2216,A,2,A,3003,9.913,,,632
00382-2216,A,2,B,3003,11.49,226.0,0.39,633
00388-2710,B,2,A,3049,9.676,,,634
00388-2710,B,2,B,3049,10.993,130.0,0.16,635
00389+0342,D,2,A,3061,12.429,,,636
00389+0342,D,2,B,3061,12.682,317.0,0.71,637
00394-6844,A,2,A,3096,9.736,,,638
00394-6844,A,2,B,3096,10.634,246.1,4.82,639
00396+3647,B,2,A,3109,8.342,,,640
00396+3647,B,2,B,3109,11.59,161.7,8.56,641
00397-2135,A,2,A,3118,10.019,,,642
00397-2135,A,2,B,3118,10.551,190.0,0.18,643
00399+2126,A,2,A,3138,5.611,,,644
00399+2126,A,2,B,3138,8.657,194.4,6.61,645
00400-3857,A,2,A,3149,8.171,,,646
00400-3857,A,2,B,3149,11.217,320.8,2.03,647
00402+4715,A,2,A,3159,8.229,,,648
00402+4715,A,2,B,3159,8.922,247.8,0.642,649
00403+2403,A,2,A,3165,7.294,,,650
00403+2403,A,2,B,3163,9.567,205.49,16.51,651
00405+3627,A,2,A,3176,8.322,,,652
00405+3627,A,2,B,3176,9.833,83.0,0.44,653
00408-0714,A,2,A,3203,7.185,,,654
00408-0714,A,2,B,3203,10.062,321.2,8.46,655
00408-3246,A,2,A,3200,10.186,,,656
00408-3246,A,2,B,3200,11.502,266.2,5.87,657
00408-4112,A,2,A,3205,10.103,,,658
00408-4112,A,2,B,3205,10.296,248.1,4.306,659
00409-4032,A,2,A,3218,8.505,,,660
00409-4032,A,2,B,3218,10.659,120.0,0.47,661
00411-2309,A,2,A,3226,9.724,,,662
00411-2309,A,2,B,3226,10.286,206.4,1.57,663
00420-5547,A,2,A,3290,8.109,,,664
00420-5547,A,2,B,3290,9.153,161.27,6.315,665
00422-2300,A,2,A,3315,10.455,,,666
00422-2300,A,2,B,3315,10.553,26.0,0.94,667
00423+0449,A,2,A,3319,10.084,,,668
00423+0449,A,2,B,3319,11.824,190.0,0.25,669
00424+0410,A,2,A,3326,7.888,,,670
00424+0410,A,2,B,3326,9.726,200.9,1.789,671
00426+7122,A,2,A,3348,7.86,,,672
00426+7122,A,2,B,3348,8.125,333.77,5.476,673
00426-5407,B,2,A,3340,8.59,,,674
00426-5407,B,2,B,3337,8.769,241.11,16.72,675
00427-3828,A,2,A,3356,6.612,,,676
00427-3828,A,2,B,3356,7.041,14.0,0.737,677
00427-6537,A,2,A,3351,7.571,,,678
00427-6537,A,2,B,3351,8.148,280.8,0.338,679
00428+1249,B,2,A,3361,10.777,,,680
00428+1249,B,2,B,3361,12.018,160.0,0.23,681
00429+2047,A,2,B,3373,10.09,,,682
00429+2047,A,2,A,3373,10.264,201.0,0.26,683
00429+5226,A,2,A,3370,8.566,,,684
00429+5226,A,2,B,3370,11.61,50.0,0.48,685
00429+5742,A,2,A,3374,10.106,,,686
00429+5742,A,2,B,3374,10.284,255.0,0.398,687
00430-0351,A,2,A,3385,7.392,,,688
00430-0351,A,2,B,3385,10.225,341.0,0.87,689
00430-2638,D,2,A,3379,9.754,,,690
00430-2638,D,2,B,3379,13.104,287.0,2.93,691
00433+0634,A,2,A,3393,8.928,,,692
00433+0634,A,2,B,3393,10.492,318.0,0.25,693
00433-3257,A,2,A,3398,9.441,,,694
00433-3257,A,2,B,3398,10.949,46.4,1.86,695
00433-4511,D,2,A,3397,7.147,,,696
00433-4511,D,2,B,3394,10.324,312.6,14.25,697
00436-4753,A,2,A,3425,9.254,,,698
00436-4753,A,2,B,3425,9.837,204.4,1.338,699
00442+4614,A,2,A,3454,7.917,,,700
00442+4614,A,2,B,3454,9.083,5.5,1.41,701
00443+0554,B,2,A,3460,12.639,,,702
00443+0554,B,2,B,3460,13.377,323.0,1.5,703
00444+3337,A,2,A,3473,8.351,,,704
00444+3337,A,2,B,3473,8.97,329.8,2.207,705
00445-3505,A,2,A,3485,11.008,,,706
00445-3505,A,2,B,3485,11.26,214.0,0.2,707
00445-6230,A,2,A,3489,6.364,,,708
00445-6230,A,2,B,3489,8.112,66.1,2.346,709
00446-1857,B,2,A,3493,11.461,,,710
00446-1857,B,2,D,3493,11.739,13.0,0.19,711
00449+6019,A,2,A,3513,9.215,,,712
00449+6019,A,2,B,3513,10.024,153.0,0.38,713
00455+4324,A,2,A,3558,8.718,,,714
00455+4324,A,2,B,3558,9.317,193.3,1.3,715
00457-1625,B,2,A,3576,6.59,,,716
00457-1625,B,2,B,3576,10.414,197.0,2.89,717
00458-4155,A,2,A,3588,8.477,,,718
00458-4155,A,2,B,3588,9.119,104.09,5.073,719
00459+5459,A,2,A,3589,7.915,,,720
00459+5459,A,2,B,3589,9.843,90.3,3.8,721
00460-3043,B,2,A,3592,8.148,,,722
00460-3043,B,2,B,3592,9.873,351.0,0.14,723
00461-3317,A,2,A,3602,10.36,,,724
00461-3317,A,2,B,3602,11.375,219.7,4.1,725
00462-2214,A,2,A,3606,9.758,,,726
00462-2214,A,2,S,3606,10.026,344.0,0.178,727
00463-0634,A,2,A,3612,8.93,,,728
00463-0634,A,2,B,3612,10.266,11.0,0.13,729
00466+2013,B,2,A,3636,8.764,,,730
00466+2013,B,2,B,3636,11.942,295.0,4.58,731
00467-1346,A,2,A,3648,8.705,,,732
00467-1346,A,2,B,3648,11.883,138.0,2.48,733
00468-5200,D,2,A,3653,8.826,,,734
00468-5200,D,2,B,3656,10.499,139.33,29.35,735
00469+4339,A,2,A,3669,10.123,,,736
00469+4339,A,2,C,3669,11.647,173.0,0.24,737
00470+2315,A,2,A,3673,8.877,,,738
00470+2315,A,2,B,3673,10.279,290.0,0.47,739
00470-0115,A,2,B,3674,8.999,,,740
00470-0115,A,2,A,3674,9.099,341.9,1.31,741
00471+4158,A,2,A,3677,9.078,,,742
00471+4158,A,2,B,3677,11.672,117.5,2.89,743
00471-7250,C,2,A,3679,10.241,,,744
00471-7250,C,2,B,3679,11.202,277.0,0.2,745
00473+5559,D,2,A,3689,9.891,,,746
00473+5559,D,2,B,3689,10.782,357.0,0.13,747
00477-8230,A,2,A,3716,9.482,,,748
00477-8230,A,2,B,3716,11.47,123.4,2.89,749
00480+5127,A,2,A,3736,7.251,,,750
00480+5127,A,2,B,3736,8.174,147.8,2.269,751
00482-4346,B,2,A,3754,9.151,,,752
00482-4346,B,2,B,3754,12.455,279.0,0.62,753
00487+1841,A,2,A,3795,8.343,,,754
00487+1841,A,2,B,3795,8.614,3.0,0.235,755
00489-6022,A,2,A,3804,8.085,,,756
00489-6022,A,2,B,3804,11.236,294.0,0.65,757
00491+5749,A,2,A,3821,3.584,,,758
00491+5749,A,2,B,3821,7.365,312.99,12.49,759
00491-3908,A,2,A,3827,9.714,,,760
00491-3908,A,2,B,3827,10.165,291.41,8.55,761
00493-2124,C,3,A,3845,9.001,,,762
00493-2124,C,3,C,3843,10.261,298.9,11.03,763
00493-2124,C,3,B,3845,12.526,334.0,0.85,764
00494+1104,A,2,A,3848,10.303,,,765
00494+1104,A,2,B,3848,11.975,0.0,0.26,766
00495+4018,A,2,A,3853,9.253,,,767
00495+4018,A,2,B,3853,12.113,7.0,0.54,768
00495+4404,A,2,A,3857,8.023,,,769
00495+4404,A,2,B,3857,10.321,85.0,0.34,770
00495-6500,A,2,A,3851,9.429,,,771
00495-6500,A,2,B,3851,9.658,23.0,0.394,772
00496-5410,A,2,A,3864,8.259,,,773
00496-5410,A,2,B,3864,11.396,54.9,5.7,774
00497+6046,C,2,A,3868,8.186,,,775
00497+6046,C,2,B,3868,11.807,182.3,8.82,776
00498-4652,A,2,A,3880,10.316,,,777
00498-4652,A,2,B,3880,10.685,278.6,1.026,778
00499+2743,B,2,A,3885,6.396,,,779
00499+2743,B,2,B,3885,6.4,295.86,4.331,780
00500-2407,C,2,A,3898,8.279,,,781
00500-2407,C,2,B,3898,12.004,7.0,11.01,782
00500-8456,A,2,A,3899,9.034,,,783
00500-8456,A,2,B,3899,10.718,310.5,0.87,784
00503-3429,A,2,A,3920,10.109,,,785
00503-3429,A,2,B,3920,11.087,101.5,6.39,786
00504+5038,B,3,A,3926,8.58,,,787
00504+5038,B,3,B,3926,8.822,243.4,0.858,788
00504+5038,B,3,C,3923,10.333,297.27,25.49,789
00506+2449,B,2,A,3937,12.482,,,790
00506+2449,B,2,B,3937,13.59,316.0,2.08,791
00508-0155,A,2,A,3957,8.896,,,792
00508-0155,A,2,B,3957,11.764,358.0,0.74,793
00512-0511,A,2,A,3982,8.974,,,794
00512-0511,A,2,B,3982,11.725,32.0,0.9,795
00515-1830,B,2,A,4019,10.258,,,796
00515-1830,B,2,B,4019,10.556,118.0,0.67,797
00516+2237,A,2,A,4030,7.926,,,798
00516+2237,A,2,S,4030,8.224,172.0,0.14,799
00516+2338,A,2,A,4032,9.164,,,800
00516+2338,A,2,B,4032,11.421,113.0,1.39,801
00517-5009,A,2,A,4035,9.447,,,802
00517-5009,A,2,B,4035,9.487,37.5,0.66,803
00518+4803,A,2,A,4038,7.704,,,804
00518+4803,A,2,B,4038,10.905,326.0,1.79,805
00518-0810,A,2,A,4044,8.377,,,806
00518-0810,A,2,C,4044,10.086,295.9,7.84,807
00519-4343,A,2,A,4049,7.495,,,808
00519-4343,A,2,B,4049,8.047,19.1,0.866,809
00521+1036,A,2,A,4065,8.986,,,810
00521+1036,A,2,B,4065,9.638,351.9,2.24,811
00521-1314,A,2,A,4066,10.073,,,812
00521-1314,A,2,B,4066,10.624,107.0,0.88,813
00522-2237,A,2,A,4072,7.672,,,814
00522-2237,A,2,B,4072,8.513,248.1,1.983,815
00523+4220,D,2,A,4082,9.264,,,816
00523+4220,D,2,B,4082,13.268,167.0,5.01,817
00524-6930,A,2,A,4084,6.84,,,818
00524-6930,A,2,B,4088,7.621,81.31,20.46,819
00527+4257,B,2,A,4102,9.59,,,820
00527+4257,B,2,B,4102,10.903,3.0,0.13,821
00528+0948,B,2,A,4120,8.688,,,822
00528+0948,B,2,B,4120,12.033,154.0,3.66,823
00528+5638,B,4,A,4121,8.626,,,824
00528+5638,B,4,C,4121,9.207,133.63,3.899,825
00528+5638,B,4,D,4121,9.819,193.88,8.93,826
00528+5638,B,4,B,4121,10.124,81.9,1.53,827
00528+6852,A,2,A,4116,7.997,,,828
00528+6852,A,2,B,4116,8.041,39.3,3.153,829
00530+1806,B,2,A,4141,9.264,,,830
00530+1806,B,2,B,4141,12.297,165.0,3.8,831
00530+6355,A,2,A,4142,8.109,,,832
00530+6355,A,2,B,4142,11.466,186.9,3.05,833
00530-6105,A,2,A,4149,8.534,,,834
00530-6105,A,2,B,4149,9.049,70.5,5.877,835
00532-2447,A,2,A,4164,6.651,,,836
00532-2447,A,2,B,4164,9.203,7.9,5.44,837
00533+0405,A,2,A,4176,7.55,,,838
00533+0405,A,2,B,4176,8.793,51.0,0.3,839
00533+0500,A,2,A,4173,9.341,,,840
00533+0500,A,2,B,4173,10.484,339.0,8.87,841
00533-4530,A,2,A,4177,9.05,,,842
00533-4530,A,2,B,4177,9.052,336.0,0.276,843
00535+0318,A,2,A,4186,9.529,,,844
00535+0318,A,2,B,4186,9.827,230.8,1.58,845
00537-7910,C,2,A,4210,10.328,,,846
00537-7910,C,2,B,4210,10.453,254.0,0.13,847
00538+5241,A,2,A,4212,6.378,,,848
00538+5241,A,2,B,4212,9.806,246.6,8.23,849
00539-5435,A,2,A,4228,7.766,,,850
00539-5435,A,2,B,4228,10.464,319.5,13.86,851
00540-2503,A,2,A,4233,8.816,,,852
00540-2503,A,2,B,4234,8.967,126.75,12.9,853
00541+5701,B,2,A,4237,7.9,,,854
00541+5701,B,2,B,4237,8.788,276.0,0.12,855
00541+6626,C,2,A,4239,7.173,,,856
00541+6626,C,2,B,4239,11.095,116.0,0.86,857
00542+5108,A,2,A,4253,9.909,,,858
00542+5108,A,2,B,4253,10.469,47.8,0.888,859
00542-1626,C,2,A,4247,9.198,,,860
00542-1626,C,2,B,4247,12.332,180.0,0.37,861
00543+6903,A,2,A,4258,9.862,,,862
00543+6903,A,2,B,4258,10.298,70.63,6.49,863
00546+1912,A,2,A,4267,6.15,,,864
00546+1912,A,2,B,4267,7.196,203.8,0.484,865
00546+3910,A,2,A,4268,8.209,,,866
00546+3910,A,2,B,4269,9.485,174.2,23.55,867
00546-8240,C,2,A,4266,8.612,,,868
00546-8240,C,2,B,4266,11.076,299.0,0.22,869
00547-4954,D,2,A,4277,9.486,,,870
00547-4954,D,2,B,4277,13.445,108.0,6.7,871
00547-6528,A,2,A,4273,8.053,,,872
00547-6528,A,2,B,4271,9.707,214.15,16.1,873
00548+0926,A,2,A,4278,8.614,,,874
00548+0926,A,2,B,4278,9.629,300.2,3.131,875
00549+2337,A,2,A,4288,6.186,,,876
00549+2337,A,2,B,4288,6.592,289.8,0.743,877
00549+4924,A,2,A,4285,8.206,,,878
00549+4924,A,2,B,4285,8.78,218.0,0.351,879
00551+1333,A,2,A,4302,9.719,,,880
00551+1333,A,2,B,4302,11.275,273.0,5.23,881
00551-1727,A,2,A,4299,8.734,,,882
00551-1727,A,2,B,4299,9.888,96.6,1.2,883
00552+4653,A,2,A,4306,7.998,,,884
00552+4653,A,2,B,4306,10.865,116.0,0.45,885
00553+2310,B,2,A,4322,10.897,,,886
00553+2310,B,2,B,4322,12.528,109.6,11.1,887
00554+3040,A,2,B,4327,8.598,,,888
00554+3040,A,2,A,4327,8.643,120.0,0.499,889
00558-1622,A,2,A,4356,9.783,,,890
00558-1622,A,2,B,4356,10.097,130.0,1.76,891
00558-2941,C,2,A,4353,9.619,,,892
00558-2941,C,2,B,4353,13.201,84.0,0.96,893
00559-1732,A,2,A,4359,10.416,,,894
00559-1732,A,2,B,4359,11.803,308.2,6.87,895
00560-2229,A,2,A,4368,10.702,,,896
00560-2229,A,2,B,4368,12.312,48.8,2.83,897
00562+4639,B,2,A,4386,7.852,,,898
00562+4639,B,2,B,4386,11.011,280.0,0.29,899
00564+5903,C,2,A,4397,8.43,,,900
00564+5903,C,2,B,4397,10.586,270.0,0.17,901
00565-5946,A,2,A,4404,9.163,,,902
00565-5946,A,2,B,4404,12.482,273.0,3.68,903
00567+1010,A,2,A,4431,9.369,,,904
00567+1010,A,2,B,4431,12.068,63.0,0.79,905
00568+6022,A,2,A,4440,6.11,,,906
00568+6022,A,2,B,4440,6.534,333.4,0.264,907
00568-6404,A,2,A,4441,8.736,,,908
00568-6404,A,2,B,4441,10.144,246.7,2.62,909
00569-5153,A,2,A,4448,9.767,,,910
00569-5153,A,2,B,4448,10.018,93.0,0.23,911
00570+5614,C,2,A,4451,8.663,,,912
00570+5614,C,2,E,4451,12.304,209.0,2.31,913
00574-3957,A,2,A,4483,9.921,,,914
00574-3957,A,2,B,4483,10.076,242.0,0.434,915
00576-1900,A,2,A,4496,7.041,,,916
00576-1900,A,2,B,4496,9.77,237.8,3.29,917
00576-4115,A,2,A,4493,8.869,,,918
00576-4115,A,2,B,4493,11.06,62.5,0.766,919
00579-6634,A,2,A,4512,7.702,,,920
00579-6634,A,2,B,4512,8.626,11.0,0.407,921
00581-5742,A,2,A,4536,8.346,,,922
00581-5742,A,2,B,4536,11.317,65.0,1.13,923
00582-1541,A,2,A,4540,7.909,,,924
00582-1541,A,2,B,4540,7.947,215.95,6.45,925
00583+2124,A,2,A,4558,6.784,,,926
00583+2124,A,2,B,4558,8.055,172.7,0.402,927
00587+4457,A,2,A,4581,7.813,,,928
00587+4457,A,2,B,4581,10.641,106.0,1.16,929
00587+6726,A,2,A,4580,8.621,,,930
00587+6726,A,2,B,4580,10.575,196.5,1.1,931
00593-0040,A,2,A,4619,8.11,,,932
00593-0040,A,2,S,4619,9.167,187.0,0.325,933
00594+4057,A,2,A,4626,9.298,,,934
00594+4057,A,2,B,4626,9.446,139.0,0.216,935
00595+7359,C,2,A,4636,8.503,,,936
00595+7359,C,2,B,4636,11.446,340.0,0.26,937
00596-0111,A,2,A,4641,9.284,,,938
00596-0111,A,2,B,4641,9.937,337.0,0.378,939
00596-7549,B,2,A,4638,8.183,,,940
00596-7549,B,2,B,4646,8.98,83.61,26.47,941
00599+0318,C,2,A,4660,8.807,,,942
00599+0318,C,2,B,4660,12.434,322.0,0.45,943
00599-3026,A,2,A,4667,9.901,,,944
00599-3026,A,2,B,4667,11.802,19.1,1.87,945
01001+4443,A,2,A,4675,6.087,,,946
01001+4443,A,2,B,4675,6.954,193.65,7.856,947
01001-6127,A,2,A,4678,10.046,,,948
01001-6127,A,2,B,4678,10.655,261.0,0.18,949
01002-7011,A,2,A,4684,8.572,,,950
01002-7011,A,2,B,4684,9.307,251.0,0.14,951
01005+1841,A,2,A,4705,7.516,,,952
01005+1841,A,2,B,4705,9.328,137.0,0.33,953
01005-1705,A,2,A,4711,9.123,,,954
01005-1705,A,2,B,4711,9.306,332.7,4.71,955
01007+0929,A,2,A,4728,8.859,,,956
01007+0929,A,2,B,4728,9.718,304.8,1.843,957
01007-5235,A,2,A,4724,7.993,,,958
01007-5235,A,2,B,4724,8.409,29.0,0.272,959
01011+6022,A,2,A,4755,8.584,,,960
01011+6022,A,2,B,4755,9.611,329.0,0.377,961
01012-4518,A,2,A,4764,9.939,,,962
01012-4518,A,2,B,4764,10.883,344.7,1.83,963
01013-7217,D,2,A,4768,11.394,,,964
01013-7217,D,2,B,4773,13.506,48.2,19.3,965
01014+1155,A,2,A,4775,8.415,,,966
01014+1155,A,2,B,4775,9.177,3.0,0.45,967
01014+3535,A,2,A,4783,9.523,,,968
01014+3535,A,2,S,4783,9.945,159.0,0.12,969
01014+6103,A,2,A,4781,9.087,,,970
01014+6103,A,2,B,4781,10.786,128.4,1.01,971
01015+6922,A,2,A,4789,7.26,,,972
01015+6922,A,2,B,4789,7.655,54.7,0.417,973
01017+2518,A,2,A,4809,7.479,,,974
01017+2518,A,2,B,4809,7.755,188.0,0.118,975
01019+1005,A,2,A,4823,9.351,,,976
01019+1005,A,2,B,4823,10.413,69.0,2.32,977
01023+0552,A,2,B,4841,9.317,,,978
01023+0552,A,2,A,4841,10.301,315.0,0.18,979
01024+0504,A,2,A,4849,8.466,,,980
01024+0504,A,2,B,4849,10.339,62.0,0.71,981
01024-4207,A,2,A,4848,9.838,,,982
01024-4207,A,2,B,4848,12.448,25.4,6.95,983
01025+7924,D,2,A,4862,8.44,,,984
01025+7924,D,2,B,4862,11.89,347.1,13.53,985
01025-2137,A,2,A,4855,8.134,,,986
01025-2137,A,2,B,4855,10.889,315.0,5.41,987
01026-6249,A,2,A,4870,9.578,,,988
01026-6249,A,2,B,4870,12.605,56.0,1.06,989
01028+0214,D,2,A,4886,9.865,,,990
01028+0214,D,2,B,4886,11.732,232.0,0.18,991
01028+4742,A,2,A,4888,8.339,,,992
01028+4742,A,2,B,4888,9.554,270.58,9.9,993
01029+5148,A,2,A,4902,7.076,,,994
01029+5148,A,2,B,4902,8.639,7.0,0.364,995
01030+4723,A,2,A,4911,6.808,,,996
01030+4723,A,2,B,4911,8.143,174.8,1.069,997
01032+2006,B,2,A,4927,11.681,,,998
01032+2006,B,2,B,4927,12.973,45.2,2.75,999
01033-6005,A,2,A,4934,7.631,,,1000
01033-6005,A,2,B,4934,7.72,128.88,5.064,1001
01036+6104,A,2,A,4962,6.121,,,1002
01036+6104,A,2,B,4962,8.71,67.8,1.28,1003
01036+6341,A,2,A,4963,8.675,,,1004
01036+6341,A,2,B,4963,9.505,81.0,0.308,1005
01036-4415,A,2,A,4959,9.728,,,1006
01036-4415,A,2,B,4959,10.004,353.0,0.186,1007
01037+5026,A,2,B,4971,8.97,,,1008
01037+5026,A,2,A,4971,9.022,207.0,0.567,1009
01037-3024,A,2,A,4974,9.495,,,1010
01037-3024,A,2,B,4974,9.824,239.7,0.8,1011
01038+0646,A,2,A,4978,7.195,,,1012
01038+0646,A,2,B,4978,10.367,244.1,1.66,1013
01038+5212,A,2,A,4976,10.179,,,1014
01038+5212,A,2,B,4976,10.528,62.0,0.441,1015
01039-4039,A,2,A,4985,7.427,,,1016
01039-4039,A,2,B,4985,8.529,137.8,0.977,1017
01040+3528,A,2,A,4990,7.812,,,1018
01040+3528,A,2,B,4990,8.293,101.0,0.297,1019
01041+2635,B,2,A,5007,8.506,,,1020
01041+2635,B,2,B,5007,10.622,244.0,0.75,1021
01045-2948,A,2,A,5036,8.953,,,1022
01045-2948,A,2,B,5036,11.935,49.1,3.22,1023
01045-3332,C,2,A,5042,6.634,,,1024
01045-3332,C,2,B,5042,10.593,219.0,8.73,1025
01046-3614,A,2,A,5050,9.994,,,1026
01046-3614,A,2,B,5050,10.681,320.7,4.05,1027
01048+0135,A,2,A,5064,9.492,,,1028
01048+0135,A,2,S,5064,10.361,323.0,0.302,1029
01050+7905,C,2,A,5077,10.147,,,1030
01050+7905,C,2,B,5077,11.588,301.0,0.14,1031
01052-1951,B,2,A,5093,8.725,,,1032
01052-1951,B,2,B,5093,11.549,311.0,2.56,1033
01054+6025,A,2,A,5100,11.233,,,1034
01054+6025,A,2,B,5100,12.768,181.9,13.8,1035
01055+1523,A,2,A,5110,9.221,,,1036
01055+1523,A,2,B,5110,9.961,202.0,6.23,1037
01055+2107,A,2,A,5115,9.804,,,1038
01055+2107,A,2,B,5115,10.538,343.5,0.553,1039
01057+2128,D,2,A,5131,5.343,,,1040
01057+2128,D,2,B,5132,5.519,159.4,29.778,1041
01057-6121,A,2,A,5126,9.326,,,1042
01057-6121,A,2,B,5126,10.29,84.5,1.18,1043
01058-2618,C,2,A,5140,9.125,,,1044
01058-2618,C,2,B,5140,10.72,116.3,22.25,1045
01060-0840,A,2,A,5154,8.255,,,1046
01060-0840,A,2,B,5154,11.947,46.0,1.27,1047
01060-3925,C,2,A,5157,9.154,,,1048
01060-3925,C,2,B,5157,13.247,350.0,0.62,1049
01061-5829,C,2,A,5167,9.465,,,1050
01061-5829,C,2,B,5167,13.253,349.0,5.75,1051
01063+2233,A,2,A,5182,8.844,,,1052
01063+2233,A,2,B,5182,11.272,119.3,13.54,1053
01063-0016,A,2,A,5181,9.273,,,1054
01063-0016,A,2,B,5181,9.733,357.0,0.223,1055
01064+8005,A,2,B,5195,9.215,,,1056
01064+8005,A,2,A,5195,9.958,353.0,0.2,1057
01064-2902,A,2,A,5194,11.497,,,1058
01064-2902,A,2,B,5194,11.918,162.0,0.51,1059
01066+6240,B,2,A,5203,7.954,,,1060
01066+6240,B,2,B,5203,11.55,294.6,7.89,1061
01066+6424,D,2,A,5210,7.667,,,1062
01066+6424,D,2,B,5210,11.782,312.0,2.14,1063
01066+6833,C,2,A,5208,9.42,,,1064
01066+6833,C,2,B,5208,12.78,28.0,0.45,1065
01068-0439,B,2,A,5220,8.334,,,1066
01068-0439,B,2,B,5220,11.925,29.0,2.73,1067
01069+5952,A,2,A,5232,7.213,,,1068
01069+5952,A,2,B,5232,8.336,279.0,0.12,1069
01071+1133,D,2,A,5244,7.304,,,1070
01071+1133,D,2,B,5244,10.76,200.8,8.43,1071
01071-0036,B,2,A,5245,9.209,,,1072
01071-0036,B,2,B,5245,11.763,308.0,0.28,1073
