CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
22281+2942,A,2,B,110897,10.208,52.9,1.53,23048
22281+5741,A,2,A,110893,9.795,,,23049
22281+5741,A,2,B,110893,11.406,128.3,3.4,23050
22281-1153,A,2,A,110902,8.985,,,23051
22281-1153,A,2,B,110902,9.366,118.0,0.307,23052
22282+1214,A,2,A,110900,7.379,,,23053
22282+1214,A,2,B,110900,9.743,199.0,0.93,23054
22282+1716,A,2,A,110909,7.775,,,23055
22282+1716,A,2,B,110909,9.691,113.7,9.08,23056
22282+2332,A,2,A,110911,9.138,,,23057
22282+2332,A,2,B,110911,9.778,334.0,5.508,23058
22284-2554,D,2,A,110922,12.462,,,23059
22284-2554,D,2,B,110922,13.492,218.0,3.92,23060
22285+4833,A,2,A,110929,8.031,,,23061
22285+4833,A,2,B,110929,11.361,127.0,2.28,23062
22287-3840,A,2,A,110947,10.247,,,23063
22287-3840,A,2,B,110947,12.677,287.0,0.94,23064
22288-0001,A,2,A,110960,4.404,,,23065
22288-0001,A,2,B,110960,4.6,201.9,1.877,23066
22288-4916,A,2,A,110952,11.398,,,23067
22288-4916,A,2,B,110952,11.591,100.0,0.98,23068
22289+4528,A,2,A,110962,9.68,,,23069
22289+4528,A,2,B,110962,10.722,76.0,0.3,23070
22290-0957,A,2,A,110974,8.811,,,23071
22290-0957,A,2,D,110974,11.443,71.0,0.43,23072
22293-0940,A,2,A,111001,8.853,,,23073
22293-0940,A,2,B,111001,11.737,290.8,9.02,23074
22293-6926,A,2,A,110999,7.979,,,23075
22293-6926,A,2,B,110999,10.056,85.0,0.38,23076
22294+6314,A,2,A,111010,10.281,,,23077
22294+6314,A,2,B,111010,11.027,72.0,0.44,23078
22294+8050,A,2,A,111016,9.403,,,23079
22294+8050,A,2,B,111008,10.682,314.64,15.56,23080
22294-4830,A,2,A,111011,8.86,,,23081
22294-4830,A,2,B,111011,12.226,99.0,0.4,23082
22295+2959,A,2,A,111024,8.077,,,23083
22295+2959,A,2,B,111024,11.043,206.0,0.75,23084
22295-0012,A,2,A,111025,8.052,,,23085
22295-0012,A,2,B,111025,9.769,1.8,1.68,23086
22296+0539,A,2,B,111034,10.745,,,23087
22296+0539,A,2,C,111034,12.4,314.0,3.42,23088
22299-3101,A,2,A,111051,10.253,,,23089
22299-3101,A,2,B,111051,10.706,337.0,0.19,23090
22300+0426,A,2,A,111062,5.829,,,23091
22300+0426,A,2,B,111062,7.368,117.0,0.592,23092
22300+2556,A,2,A,111067,8.517,,,23093
22300+2556,A,2,B,111067,11.135,76.7,5.61,23094
22302+2228,A,2,A,111082,8.797,,,23095
22302+2228,A,2,B,111082,8.848,52.9,0.461,23096
22302-2924,A,2,A,111076,10.927,,,23097
22302-2924,A,2,B,111076,12.223,202.0,0.7,23098
22302-4423,B,2,A,111078,11.175,,,23099
22302-4423,B,2,B,111078,13.401,352.0,1.04,23100
22304-5133,A,2,A,111099,8.984,,,23101
22304-5133,A,2,B,111099,11.389,254.9,2.6,23102
22305+2232,B,2,A,111109,9.557,,,23103
22305+2232,B,2,B,111109,10.461,177.0,0.17,23104
22305+6137,A,2,A,111112,7.614,,,23105
22305+6137,A,2,B,111112,7.902,219.6,0.317,23106
22305-0807,A,2,A,111113,7.828,,,23107
22305-0807,A,2,B,111113,8.791,328.21,8.056,23108
22306+5331,A,2,A,111115,8.383,,,23109
22306+5331,A,2,B,111115,8.61,70.5,4.701,23110
22306-1041,C,2,A,111123,4.864,,,23111
22306-1041,C,2,B,111123,8.465,10.0,3.74,23112
22307+1758,A,2,B,111125,9.132,,,23113
22307+1758,A,2,A,111125,9.676,124.0,0.14,23114
22307+4856,A,2,A,111126,10.383,,,23115
22307+4856,A,2,B,111126,10.428,35.0,0.305,23116
22308+0630,B,2,A,111131,9.993,,,23117
22308+0630,B,2,B,111131,12.403,147.0,1.27,23118
22308-2410,B,2,A,111133,8.158,,,23119
22308-2410,B,2,B,111133,10.683,11.0,0.22,23120
22312+5052,A,2,A,111164,8.03,,,23121
22312+5052,A,2,B,111164,9.523,238.8,1.574,23122
22312+6528,A,2,A,111161,9.102,,,23123
22312+6528,A,2,B,111161,11.645,179.2,4.85,23124
22313+3820,A,2,A,111165,10.13,,,23125
22313+3820,A,2,B,111165,11.624,258.0,0.25,23126
22313+4113,A,2,B,111172,10.158,,,23127
22313+4113,A,2,C,111172,11.148,32.2,3.68,23128
22314+4753,A,2,A,111181,10.114,,,23129
22314+4753,A,2,B,111181,11.364,271.2,2.02,23130
22318+8011,A,2,A,111208,9.344,,,23131
22318+8011,A,2,B,111208,10.837,202.0,0.29,23132
22319+5237,A,2,A,111214,9.274,,,23133
22319+5237,A,2,B,111214,10.34,352.0,0.16,23134
22320+6311,A,2,C,111221,10.092,,,23135
22320+6311,A,2,D,111221,11.589,24.6,18.38,23136
22321-6609,A,2,A,111231,9.566,,,23137
22321-6609,A,2,B,111231,11.384,356.4,6.46,23138
22323+2319,A,2,A,111245,9.973,,,23139
22323+2319,A,2,B,111245,10.449,70.0,0.16,23140
22323+5156,A,2,A,111249,9.318,,,23141
22323+5156,A,2,B,111249,10.374,133.52,7.13,23142
22323+5512,A,2,A,111243,8.974,,,23143
22323+5512,A,2,B,111243,9.466,332.7,2.7,23144
22325+5902,A,2,A,111266,8.818,,,23145
22325+5902,A,2,B,111266,11.072,67.0,0.24,23146
22326+0725,A,2,A,111273,9.423,,,23147
22326+0725,A,2,B,111276,9.519,129.58,14.4,23148
22329+4923,A,2,B,111303,8.505,,,23149
22329+4923,A,2,A,111303,8.615,144.3,0.317,23150
22330+6954,A,2,A,111314,6.681,,,23151
22330+6954,A,2,B,111314,7.029,99.5,0.319,23152
22331+6830,C,2,A,111319,7.83,,,23153
22331+6830,C,2,B,111319,11.623,18.0,2.83,23154
22333+7022,A,2,A,111325,6.337,,,23155
22333+7022,A,2,B,111325,9.488,46.7,9.61,23156
22333-6049,A,2,A,111330,8.847,,,23157
22333-6049,A,2,B,111330,10.157,123.0,4.299,23158
22334+3808,C,2,A,111335,8.091,,,23159
22334+3808,C,2,B,111335,11.628,143.0,0.75,23160
22334+3935,A,2,A,111337,8.764,,,23161
22334+3935,A,2,C,111337,9.084,181.0,0.175,23162
22340+2945,A,2,A,111390,8.487,,,23163
22340+2945,A,2,B,111390,11.499,165.3,12.68,23164
22342+5405,A,2,A,111405,8.453,,,23165
22342+5405,A,2,B,111405,8.49,255.0,0.263,23166
22342-1841,A,2,A,111406,9.239,,,23167
22342-1841,A,2,S,111406,9.901,16.0,0.13,23168
22343+0345,A,2,A,111413,9.087,,,23169
22343+0345,A,2,B,111413,9.689,357.0,0.134,23170
22344-2236,A,2,A,111416,8.651,,,23171
22344-2236,A,2,B,111416,10.932,339.0,1.51,23172
22345+0413,A,2,A,111433,7.53,,,23173
22345+0413,A,2,B,111434,9.169,143.41,13.62,23174
22345-7602,C,2,A,111427,9.278,,,23175
22345-7602,C,2,C,111427,12.605,100.0,3.77,23176
22348+5715,A,2,A,111457,9.961,,,23177
22348+5715,A,2,B,111457,12.609,103.0,2.29,23178
22349+4134,A,2,A,111460,8.566,,,23179
22349+4134,A,2,B,111460,9.485,299.0,3.678,23180
22350+6050,D,2,A,111469,7.224,,,23181
22350+6050,D,2,B,111469,10.468,294.0,0.24,23182
22352+1437,A,2,A,111480,7.829,,,23183
22352+1437,A,2,B,111480,9.634,218.0,0.6,23184
22352-1825,A,2,A,111477,9.065,,,23185
22352-1825,A,2,B,111477,11.626,99.0,0.59,23186
22354+5959,B,2,A,111499,9.121,,,23187
22354+5959,B,2,B,111499,11.136,22.0,0.12,23188
22354-4137,A,2,A,111500,9.601,,,23189
22354-4137,A,2,B,111500,10.003,47.84,5.22,23190
22354-5511,A,2,A,111501,8.057,,,23191
22354-5511,A,2,B,111501,9.773,141.0,0.19,23192
22355+0234,A,2,A,111508,9.061,,,23193
22355+0234,A,2,B,111508,9.713,186.8,1.14,23194
22356-3843,A,2,A,111513,7.85,,,23195
22356-3843,A,2,B,111513,10.146,166.4,5.21,23196
22356-5324,C,2,A,111514,9.664,,,23197
22356-5324,C,2,B,111514,11.618,127.0,0.16,23198
22357-2808,A,2,A,111520,10.939,,,23199
22357-2808,A,2,B,111520,11.227,139.0,0.25,23200
22358+1943,A,2,A,111535,7.281,,,23201
22358+1943,A,2,B,111535,10.535,39.0,0.67,23202
22358+3937,B,2,A,111546,5.682,,,23203
22358+3937,B,2,B,111544,6.488,185.4,22.35,23204
22358+4713,A,2,A,111540,9.776,,,23205
22358+4713,A,2,B,111540,10.291,62.0,0.24,23206
22359+7630,A,2,A,111549,10.139,,,23207
22359+7630,A,2,B,111549,10.434,11.0,0.24,23208
22359-6105,A,2,A,111547,10.361,,,23209
22359-6105,A,2,B,111547,11.163,86.0,0.66,23210
22363+4603,C,3,A,111582,10.807,,,23211
22363+4603,C,3,C,111580,11.24,217.24,16.67,23212
22363+4603,C,3,B,111584,14.219,136.0,12.51,23213
22367-3800,B,3,A,111618,9.565,,,23214
22367-3800,B,3,C,111618,10.624,31.4,6.56,23215
22367-3800,B,3,B,111618,11.459,20.0,1.35,23216
22368+4753,B,2,A,111626,8.485,,,23217
22368+4753,B,2,B,111626,11.942,257.3,11.43,23218
22369+3741,A,2,A,111636,10.616,,,23219
22369+3741,A,2,B,111636,12.834,164.4,5.17,23220
22370-4035,B,2,A,111643,5.912,,,23221
22370-4035,B,2,B,111643,10.035,265.2,2.73,23222
22372+5117,A,2,A,111663,8.323,,,23223
22372+5117,A,2,B,111663,11.576,280.0,5.52,23224
22373+6913,A,2,A,111670,7.495,,,23225
22373+6913,A,2,B,111670,9.905,0.0,0.53,23226
22375+2356,B,3,A,111680,10.136,,,23227
22375+2356,B,3,B,111680,10.893,220.0,0.49,23228
22375+2356,B,3,C,111680,12.435,194.0,5.83,23229
22375+3855,A,2,A,111681,9.14,,,23230
22375+3855,A,2,B,111679,9.622,334.81,21.49,23231
22375+3923,C,2,A,111685,10.035,,,23232
22375+3923,C,2,B,111685,10.474,355.0,0.14,23233
22375+4100,C,2,A,111682,9.712,,,23234
22375+4100,C,2,B,111682,13.208,0.5,8.13,23235
22375-3421,B,2,A,111687,9.823,,,23236
22375-3421,B,2,B,111687,12.363,354.9,11.04,23237
22375-6706,A,2,A,111686,10.065,,,23238
22375-6706,A,2,B,111686,11.823,296.0,1.44,23239
22376+2400,A,2,A,111694,7.497,,,23240
22376+2400,A,2,B,111694,8.32,176.0,0.1,23241
22376+2726,A,2,A,111696,8.259,,,23242
22376+2726,A,2,B,111696,10.954,58.5,2.0,23243
22377-5253,D,2,A,111708,10.009,,,23244
22377-5253,D,2,B,111715,12.186,72.05,26.33,23245
22378-3951,C,2,A,111718,6.715,,,23246
22378-3951,C,2,B,111718,10.644,276.6,3.4,23247
22378-5004,A,2,A,111714,8.824,,,23248
22378-5004,A,2,B,111714,9.413,195.0,0.15,23249
22378-5751,A,2,A,111712,8.946,,,23250
22378-5751,A,2,B,111712,11.551,104.0,0.76,23251
22379+0554,A,2,A,111724,9.706,,,23252
22379+0554,A,2,B,111724,10.404,3.6,7.17,23253
22384+2943,A,2,A,111765,8.72,,,23254
22384+2943,A,2,B,111765,10.033,255.0,0.32,23255
22384+5222,B,2,A,111756,9.155,,,23256
22384+5222,B,2,B,111762,10.201,165.78,29.022,23257
22384-0754,A,2,A,111761,6.635,,,23258
22384-0754,A,2,B,111761,8.109,146.0,0.1,23259
22384-6523,C,2,A,111766,12.133,,,23260
22384-6523,C,2,C,111766,12.264,16.0,0.77,23261
22385+0218,A,2,A,111775,8.514,,,23262
22385+0218,A,2,B,111775,10.061,106.0,0.54,23263
22385-2050,A,2,A,111786,9.635,,,23264
22385-2050,A,2,B,111786,11.15,335.0,0.59,23265
22388+4419,A,2,A,111805,7.476,,,23266
22388+4419,A,2,B,111805,7.982,337.0,0.214,23267
22388-5344,B,2,A,111804,7.989,,,23268
22388-5344,B,2,B,111804,11.81,170.0,1.78,23269
22390-3632,C,2,A,111824,12.464,,,23270
22390-3632,C,2,B,111824,12.581,300.3,2.3,23271
22391+3723,A,2,A,111828,6.827,,,23272
22391+3723,A,2,C,111828,10.516,50.0,0.61,23273
22392-5848,A,2,A,111834,8.915,,,23274
22392-5848,A,2,B,111834,11.047,272.4,4.34,23275
22393+3353,A,2,A,111842,9.096,,,23276
22393+3353,A,2,B,111842,11.589,161.0,0.49,23277
22394+5503,B,2,A,111853,8.718,,,23278
22394+5503,B,2,B,111853,9.807,26.0,0.13,23279
22394+8124,A,2,A,111852,7.285,,,23280
22394+8124,A,2,B,111852,8.466,95.0,0.13,23281
22395+0710,A,2,A,111857,9.081,,,23282
22395+0710,A,2,B,111861,10.979,76.0,21.44,23283
22395-1237,A,2,A,111870,8.63,,,23284
22395-1237,A,2,B,111870,8.642,289.2,3.31,23285
22397-2820,A,2,B,111882,7.572,,,23286
22397-2820,A,2,C,111882,8.629,68.26,3.124,23287
22397-7806,A,2,A,111876,9.62,,,23288
22397-7806,A,2,B,111876,9.695,311.0,0.307,23289
22400+0113,A,2,A,111900,8.558,,,23290
22400+0113,A,2,B,111900,9.653,160.1,0.662,23291
22400-1912,C,2,A,111903,7.384,,,23292
22400-1912,C,2,B,111903,11.214,227.3,10.91,23293
22400-8315,B,2,A,111898,6.937,,,23294
22400-8315,B,2,B,111898,8.791,329.0,0.12,23295
22401-1558,A,2,A,111911,9.354,,,23296
22401-1558,A,2,B,111911,9.558,242.6,0.412,23297
22402+3732,A,2,A,111919,8.682,,,23298
22402+3732,A,2,S,111919,9.037,208.0,0.358,23299
22403-0445,C,2,A,111921,10.021,,,23300
22403-0445,C,2,B,111921,13.881,324.0,2.76,23301
22406+0632,A,2,B,111947,9.938,,,23302
22406+0632,A,2,A,111947,9.954,145.0,0.422,23303
22407-4359,A,2,A,111958,10.783,,,23304
22407-4359,A,2,B,111958,11.873,214.0,5.36,23305
22408-0333,A,2,B,111965,6.784,,,23306
22408-0333,A,2,A,111965,7.808,129.0,0.349,23307
22408-5706,A,2,A,111969,9.261,,,23308
22408-5706,A,2,B,111969,11.106,175.0,0.42,23309
22409+1433,A,2,A,111974,6.283,,,23310
22409+1433,A,2,B,111974,7.102,62.8,0.467,23311
22410+7228,A,2,A,111986,9.391,,,23312
22410+7228,A,2,B,111986,10.928,111.0,0.25,23313
22413+1311,A,2,A,112008,9.218,,,23314
22413+1311,A,2,B,112008,10.37,148.4,4.46,23315
22413+7244,A,2,A,112006,9.083,,,23316
22413+7244,A,2,B,112006,9.771,138.3,2.682,23317
22413-3921,A,2,A,112013,9.057,,,23318
22413-3921,A,2,B,112013,12.009,236.8,8.17,23319
22416+5423,A,2,A,112038,7.952,,,23320
22416+5423,A,2,B,112038,10.485,216.0,0.33,23321
22416-0233,A,2,A,112043,9.371,,,23322
22416-0233,A,2,B,112043,10.218,1.7,2.43,23323
22419+2126,A,2,A,112063,8.698,,,23324
22419+2126,A,2,B,112063,9.694,64.2,1.183,23325
22420+1513,A,2,A,112068,8.566,,,23326
22420+1513,A,2,B,112068,9.869,327.0,0.22,23327
22421+2013,B,2,A,112076,9.702,,,23328
22421+2013,B,2,B,112076,12.336,91.0,0.62,23329
22421-0507,A,2,A,112078,7.009,,,23330
22421-0507,A,2,D,112078,7.327,354.0,0.13,23331
22421-3709,A,2,A,112083,9.799,,,23332
22421-3709,A,2,B,112083,10.602,275.4,0.94,23333
22424+5415,A,2,A,112105,7.604,,,23334
22424+5415,A,2,B,112105,11.087,242.8,5.78,23335
22424-0048,A,2,A,112104,10.004,,,23336
22424-0048,A,2,B,112104,10.486,175.0,0.16,23337
22425+0254,A,2,A,112110,9.312,,,23338
22425+0254,A,2,B,112110,12.341,87.0,0.73,23339
22429-0442,A,2,A,112139,9.397,,,23340
22429-0442,A,2,B,112139,11.221,296.0,0.79,23341
22430+0113,A,2,A,112153,7.065,,,23342
22430+0113,A,2,B,112153,10.03,50.6,4.52,23343
22430+4443,B,2,A,112148,8.825,,,23344
22430+4443,B,2,B,112148,12.342,101.0,2.48,23345
22430-0818,A,2,A,112168,6.832,,,23346
22430-0818,A,2,B,112168,8.001,307.3,2.45,23347
22431+4710,A,2,B,112170,7.212,,,23348
22431+4710,A,2,A,112170,7.279,126.0,0.496,23349
22435-1608,A,2,A,112209,9.32,,,23350
22435-1608,A,2,B,112209,9.344,101.5,1.42,23351
22436+4226,A,2,A,112214,10.279,,,23352
22436+4226,A,2,B,112214,12.207,0.0,0.38,23353
22437+4725,A,2,A,112221,7.0,,,23354
22437+4725,A,2,B,112221,9.946,344.0,0.29,23355
22437-6439,A,2,A,112220,8.873,,,23356
22437-6439,A,2,B,112216,9.966,248.69,10.77,23357
22438+2935,B,2,A,112228,8.198,,,23358
22438+2935,B,2,B,112228,11.851,4.0,0.68,23359
22438+7831,A,2,A,112230,7.469,,,23360
22438+7831,A,2,B,112230,9.622,275.1,2.27,23361
22440-4406,C,2,A,112236,9.614,,,23362
22440-4406,C,2,B,112236,10.87,111.0,0.14,23363
22441+3928,A,2,A,112241,6.137,,,23364
22441+3928,A,2,B,112241,8.967,278.1,2.88,23365
22442-0057,A,2,A,112255,9.703,,,23366
22442-0057,A,2,B,112255,9.949,237.0,0.23,23367
22443-6030,A,2,A,112259,6.816,,,23368
22443-6030,A,2,B,112259,7.687,58.0,0.11,23369
22445+4513,A,2,A,112279,10.477,,,23370
22445+4513,A,2,B,112279,10.917,343.0,0.21,23371
22449-0654,A,2,A,112308,8.879,,,23372
22449-0654,A,2,B,112308,9.668,342.0,0.11,23373
22450+6808,B,2,A,112317,9.013,,,23374
22450+6808,B,2,B,112317,10.245,200.7,3.63,23375
22451+3841,D,2,A,112323,8.583,,,23376
22451+3841,D,2,B,112323,11.203,330.5,20.05,23377
22451-0240,C,3,A,112326,9.541,,,23378
22451-0240,C,3,B,112325,10.008,341.7,20.06,23379
22451-0240,C,3,C,112325,11.001,92.0,0.65,23380
22452-2306,B,2,A,112331,9.158,,,23381
22452-2306,B,2,B,112331,12.862,36.0,4.28,23382
22453-0939,B,2,A,112346,7.492,,,23383
22453-0939,B,2,B,112346,10.569,61.2,11.04,23384
22454+5129,A,2,A,112348,9.189,,,23385
22454+5129,A,2,B,112348,9.347,186.0,0.198,23386
22455+1112,A,2,A,112354,10.221,,,23387
22455+1112,A,2,B,112354,11.432,354.1,2.4,23388
22455+3359,A,2,A,112360,10.441,,,23389
22455+3359,A,2,B,112360,10.992,320.9,2.03,23390
22455-2123,B,2,A,112357,11.155,,,23391
22455-2123,B,2,B,112357,11.316,248.0,0.23,23392
22457+2924,A,2,A,112386,9.082,,,23393
22457+2924,A,2,B,112386,9.67,286.0,0.439,23394
22457+4523,A,2,A,112379,10.77,,,23395
22457+4523,A,2,C,112379,12.577,20.0,0.41,23396
22460+2142,A,2,A,112401,9.501,,,23397
22460+2142,A,2,B,112401,9.909,117.0,0.13,23398
22463+3319,D,2,A,112422,10.589,,,23399
22463+3319,D,2,B,112422,12.018,70.0,0.17,23400
22465+5941,B,2,A,112437,9.202,,,23401
22465+5941,B,2,B,112437,12.707,324.5,9.59,23402
22467-4656,A,2,A,112449,6.684,,,23403
22467-4656,A,2,B,112450,10.209,141.1,10.44,23404
22468-4232,A,2,A,112459,8.361,,,23405
22468-4232,A,2,B,112459,11.512,4.0,3.35,23406
22468-4819,A,2,A,112458,8.542,,,23407
22468-4819,A,2,B,112458,9.665,0.6,4.246,23408
22470+4446,A,2,B,112477,9.083,,,23409
22470+4446,A,2,A,112477,9.181,25.4,1.004,23410
22473+5323,A,2,A,112500,6.948,,,23411
22473+5323,A,2,B,112500,10.481,173.0,0.74,23412
22473-1609,A,2,A,112504,7.604,,,23413
22473-1609,A,2,B,112504,9.84,332.3,2.71,23414
22475-6928,A,2,A,112525,7.387,,,23415
22475-6928,A,2,B,112525,8.09,283.0,0.136,23416
22476-2310,B,2,A,112537,8.969,,,23417
22476-2310,B,2,B,112537,12.199,243.3,4.01,23418
22477-5430,A,2,A,112549,8.534,,,23419
22477-5430,A,2,B,112549,10.778,273.7,4.31,23420
22478-0413,A,2,A,112559,7.414,,,23421
22478-0413,A,2,B,112559,7.728,289.0,2.182,23422
22478-3004,A,2,A,112553,10.699,,,23423
22478-3004,A,2,B,112553,12.603,115.0,1.08,23424
22479-5705,A,2,A,112561,9.608,,,23425
22479-5705,A,2,B,112561,9.851,69.0,0.2,23426
22484-4515,A,2,A,112602,9.348,,,23427
22484-4515,A,2,B,112602,9.776,40.3,1.2,23428
22485+3106,A,2,A,112611,7.843,,,23429
22485+3106,A,2,B,112611,8.787,96.0,0.206,23430
22485-0435,A,2,A,112617,8.304,,,23431
22485-0435,A,2,B,112617,10.714,1.0,0.39,23432
22485-0536,D,2,A,112621,9.502,,,23433
22485-0536,D,2,C,112621,13.257,103.0,2.72,23434
22487+3818,A,2,A,112628,8.953,,,23435
22487+3818,A,2,B,112627,10.426,184.71,18.36,23436
22489-2029,C,2,A,112650,10.723,,,23437
22489-2029,C,2,B,112650,12.393,239.0,0.27,23438
22490+6834,A,2,A,112670,6.982,,,23439
22490+6834,A,2,B,112670,7.107,56.99,4.474,23440
22491+0521,A,2,A,112683,10.998,,,23441
22491+0521,A,2,B,112683,12.06,21.0,2.53,23442
22491-5536,D,2,A,112676,11.321,,,23443
22491-5536,D,2,B,112676,13.427,190.0,1.05,23444
22493+1517,A,2,A,112695,8.691,,,23445
22493+1517,A,2,B,112695,11.027,343.0,0.23,23446
22496+6633,A,2,A,112717,7.276,,,23447
22496+6633,A,2,B,112717,8.705,4.1,2.693,23448
22497+3119,A,2,B,112723,9.044,,,23449
22497+3119,A,2,A,112723,9.076,118.2,4.19,23450
22497+4031,A,2,A,112722,8.222,,,23451
22497+4031,A,2,B,112722,8.345,259.94,5.33,23452
22498-7112,A,2,A,112729,9.689,,,23453
22498-7112,A,2,B,112729,11.608,72.1,1.24,23454
22499+6119,A,2,A,112737,10.479,,,23455
22499+6119,A,2,B,112737,10.656,113.8,0.848,23456
22500+7209,A,2,A,112749,8.575,,,23457
22500+7209,A,2,B,112749,11.044,92.0,0.23,23458
22500-3248,A,2,A,112746,7.119,,,23459
22500-3248,A,2,S,112746,7.229,18.0,0.132,23460
22502+1810,A,2,A,112765,9.46,,,23461
22502+1810,A,2,B,112765,12.666,70.0,0.61,23462
22504+4157,A,2,A,112778,5.987,,,23463
22504+4157,A,2,B,112778,9.36,12.0,0.39,23464
22504-7840,D,2,A,112783,9.772,,,23465
22504-7840,D,2,B,112777,11.889,211.7,17.18,23466
22507+5107,A,2,B,112805,8.76,,,23467
22507+5107,A,2,A,112805,9.632,16.5,1.874,23468
22508-3113,A,2,A,112815,11.024,,,23469
22508-3113,A,2,B,112815,11.138,59.1,3.04,23470
22508-6543,C,2,A,112816,8.785,,,23471
22508-6543,C,2,B,112816,10.455,255.0,0.15,23472
22511+4405,A,2,A,112836,9.68,,,23473
22511+4405,A,2,B,112836,12.391,330.8,4.3,23474
22514+2623,A,2,A,112871,7.677,,,23475
22514+2623,A,2,B,112871,7.86,29.5,0.406,23476
22514+6142,A,2,A,112864,6.107,,,23477
22514+6142,A,2,B,112864,7.17,286.2,1.493,23478
22514-5733,A,2,A,112865,10.08,,,23479
22514-5733,A,2,B,112865,10.691,170.96,7.62,23480
22518+4119,A,2,C,112901,8.16,,,23481
22518+4119,A,2,D,112901,11.248,138.7,5.02,23482
22518-3553,B,2,A,112898,7.547,,,23483
22518-3553,B,2,B,112898,10.946,275.7,4.92,23484
22518-4647,A,2,A,112908,9.57,,,23485
22518-4647,A,2,B,112908,9.737,340.1,1.912,23486
22520+5743,A,2,A,112915,8.589,,,23487
22520+5743,A,2,B,112915,9.44,163.1,0.808,23488
22522-6311,A,2,A,112924,6.398,,,23489
22522-6311,A,2,B,112924,8.992,340.5,0.86,23490
22524-2143,A,2,A,112936,8.95,,,23491
22524-2143,A,2,B,112936,9.053,278.3,2.837,23492
22525-3253,A,2,A,112948,4.503,,,23493
22525-3253,A,2,B,112948,8.2,258.0,4.1,23494
22526+6759,C,2,A,112970,7.11,,,23495
22526+6759,C,2,D,112970,10.792,334.0,0.37,23496
22527-0238,A,2,A,112967,7.956,,,23497
22527-0238,A,2,B,112967,10.995,118.0,0.67,23498
22528+6055,A,2,A,112972,7.653,,,23499
22528+6055,A,2,B,112972,10.163,137.7,8.39,23500
22532+5009,A,2,A,113006,10.009,,,23501
22532+5009,A,2,B,113006,12.54,288.3,4.76,23502
22532-1102,C,2,A,113014,9.402,,,23503
22532-1102,C,2,B,113014,12.573,210.0,0.25,23504
22532-3750,C,2,A,113010,9.532,,,23505
22532-3750,C,2,C,113010,13.585,346.0,0.6,23506
22533+6209,A,2,A,113017,9.426,,,23507
22533+6209,A,2,B,113017,11.912,328.8,7.77,23508
22534-0906,C,2,A,113026,9.775,,,23509
22534-0906,C,2,B,113026,12.989,42.0,1.2,23510
22536+5242,A,2,A,113038,8.46,,,23511
22536+5242,A,2,B,113038,11.411,310.0,0.59,23512
22536-0607,A,2,A,113045,8.496,,,23513
22536-0607,A,2,B,113045,11.564,250.1,9.72,23514
22537+2558,B,2,A,113055,10.975,,,23515
22537+2558,B,2,B,113055,11.71,330.0,0.18,23516
22537+4445,A,2,A,113048,6.034,,,23517
22537+4445,A,2,B,113048,7.834,215.9,0.951,23518
22538-3559,A,2,A,113058,9.561,,,23519
22538-3559,A,2,B,113058,11.571,164.0,0.48,23520
22541+4433,D,2,A,113081,9.157,,,23521
22541+4433,D,2,B,113081,12.706,298.0,0.62,23522
22542+2801,A,2,A,113092,7.826,,,23523
22542+2801,A,2,B,113092,10.543,137.8,17.44,23524
22542+7620,A,2,A,113096,7.96,,,23525
22542+7620,A,2,B,113096,8.636,0.8,1.968,23526
22544+4723,A,2,A,113111,10.208,,,23527
22544+4723,A,2,B,113111,10.484,225.0,0.303,23528
22546+1054,A,2,A,113134,8.9,,,23529
22546+1054,A,2,B,113134,9.691,35.0,0.2,23530
22547-6737,A,2,A,113138,7.612,,,23531
22547-6737,A,2,B,113138,10.832,263.0,1.53,23532
22549+5822,B,2,A,113158,9.098,,,23533
22549+5822,B,2,B,113158,12.418,0.0,2.65,23534
22549-1919,B,2,A,113163,8.858,,,23535
22549-1919,B,2,B,113163,11.678,184.0,0.26,23536
22550+5132,A,2,A,113166,9.913,,,23537
22550+5132,A,2,B,113166,10.363,317.0,0.18,23538
22550+8117,A,2,A,113165,8.773,,,23539
22550+8117,A,2,B,113165,9.611,20.0,0.13,23540
22550-4056,A,2,A,113171,8.917,,,23541
22550-4056,A,2,B,113171,9.413,8.0,0.225,23542
22551+4427,B,2,A,113175,9.225,,,23543
22551+4427,B,2,B,113175,10.643,244.0,0.16,23544
22552-0459,A,2,A,113184,6.106,,,23545
22552-0459,A,2,B,113184,7.761,320.7,0.683,23546
22553-4829,A,2,B,113191,7.791,,,23547
22553-4829,A,2,A,113191,8.029,353.5,0.455,23548
22556-3146,B,2,A,113213,10.469,,,23549
22556-3146,B,2,B,113213,10.57,146.5,1.802,23550
22557+1547,A,2,A,113220,9.278,,,23551
22557+1547,A,2,B,113220,9.857,85.6,0.964,23552
22557+5039,A,2,A,113223,10.356,,,23553
22557+5039,A,2,B,113223,11.56,208.0,0.36,23554
22558+4334,D,2,A,113226,8.001,,,23555
22558+4334,D,2,B,113228,9.747,166.78,28.34,23556
22560+7250,A,2,A,113273,7.983,,,23557
22560+7250,A,2,B,113273,8.472,109.0,0.379,23558
22560+7250,A,2,D,113225,8.458,,,23559
22560+7250,A,2,E,113225,9.335,219.6,2.875,23560
22560-4246,A,2,A,113248,10.631,,,23561
22560-4246,A,2,B,113248,11.202,184.0,0.16,23562
22562+6649,A,2,A,113267,8.929,,,23563
